name,type_name,parent,status,rank,address
Magnetococcaceae,Magnetococcus,Magnetococcales,correct name,family,https://lpsn.dsmz.de/family/magnetococcaceae
Hydrogenothermaceae,Hydrogenothermus,Aquificales,correct name,family,https://lpsn.dsmz.de/family/hydrogenothermaceae
Pseudobacteriovoracaceae,Pseudobacteriovorax,Oligoflexales,correct name,family,https://lpsn.dsmz.de/family/pseudobacteriovoracaceae
Archaeoglobaceae,Archaeoglobus,Archaeoglobales,correct name,family,https://lpsn.dsmz.de/family/archaeoglobaceae
Rhodocyclaceae,Rhodocyclus,Rhodocyclales,correct name,family,https://lpsn.dsmz.de/family/rhodocyclaceae
Desulfosudaceae,Desulfosudis,Desulfobacterales,correct name,family,https://lpsn.dsmz.de/family/desulfosudaceae
Tenuifilaceae,Tenuifilum,Bacteroidales,correct name,family,https://lpsn.dsmz.de/family/tenuifilaceae
Natrialbaceae,Natrialba,Natrialbales,correct name,family,https://lpsn.dsmz.de/family/natrialbaceae
Saprospiraceae,Saprospira,Saprospirales,correct name,family,https://lpsn.dsmz.de/family/saprospiraceae
Clostridiaceae,Clostridium,Eubacteriales,correct name,family,https://lpsn.dsmz.de/family/clostridiaceae
Deferribacteraceae,Deferribacter,Deferribacterales,correct name,family,https://lpsn.dsmz.de/family/deferribacteraceae
[Verrucomicrobiota; not assigned to family],,[Verrucomicrobiota; not assigned to order],placeholder name,family,https://lpsn.dsmz.de/family/verrucomicrobiota-no-family
Methanocalculaceae,Methanocalculus,Methanomicrobiales,correct name,family,https://lpsn.dsmz.de/family/methanocalculaceae
Micropepsaceae,Micropepsis,Micropepsales,correct name,family,https://lpsn.dsmz.de/family/micropepsaceae
Terrimicrobiaceae,Terrimicrobium,Terrimicrobiales,correct name,family,https://lpsn.dsmz.de/family/terrimicrobiaceae
Shewanellaceae,Shewanella,Alteromonadales,correct name,family,https://lpsn.dsmz.de/family/shewanellaceae
[Alteromonadales; not assigned to family],,Alteromonadales,placeholder name,family,https://lpsn.dsmz.de/family/alteromonadales-no-family
Dermabacteraceae,Dermabacter,Micrococcales,correct name,family,https://lpsn.dsmz.de/family/dermabacteraceae
Euzebyaceae,Euzebya,Euzebyales,correct name,family,https://lpsn.dsmz.de/family/euzebyaceae
Piscirickettsiaceae,Piscirickettsia,Thiotrichales,correct name,family,https://lpsn.dsmz.de/family/piscirickettsiaceae
Rarobacteraceae,Rarobacter,Micrococcales,correct name,family,https://lpsn.dsmz.de/family/rarobacteraceae
Ancalomicrobiaceae,Ancalomicrobium,Hyphomicrobiales,correct name,family,https://lpsn.dsmz.de/family/ancalomicrobiaceae
Nitrososphaeraceae,Nitrososphaera,Nitrososphaerales,correct name,family,https://lpsn.dsmz.de/family/nitrososphaeraceae
Chthonomonadaceae,Chthonomonas,Chthonomonadales,correct name,family,https://lpsn.dsmz.de/family/chthonomonadaceae
Bifidobacteriaceae,Bifidobacterium,Bifidobacteriales,correct name,family,https://lpsn.dsmz.de/family/bifidobacteriaceae
Arenimicrobiaceae,Arenimicrobium,Blastocatellales,correct name,family,https://lpsn.dsmz.de/family/arenimicrobiaceae
Bacteriovoracaceae,Bacteriovorax,Bacteriovoracales,correct name,family,https://lpsn.dsmz.de/family/bacteriovoracaceae
Hahellaceae,Hahella,Oceanospirillales,correct name,family,https://lpsn.dsmz.de/family/hahellaceae
Geovibrionaceae,Geovibrio,Deferribacterales,correct name,family,https://lpsn.dsmz.de/family/geovibrionaceae
Nocardiopsidaceae,Nocardiopsis,Streptosporangiales,correct name,family,https://lpsn.dsmz.de/family/nocardiopsidaceae
Thermoguttaceae,Thermogutta,Pirellulales,correct name,family,https://lpsn.dsmz.de/family/thermoguttaceae
Halorhodospiraceae,Halorhodospira,Chromatiales,not validly published,family,https://lpsn.dsmz.de/family/halorhodospiraceae
Syntrophotaleaceae,Syntrophotalea,Desulfuromonadales,correct name,family,https://lpsn.dsmz.de/family/syntrophotaleaceae
Selenomonadaceae,Selenomonas,Selenomonadales,correct name,family,https://lpsn.dsmz.de/family/selenomonadaceae
Kribbellaceae,Kribbella,Propionibacteriales,correct name,family,https://lpsn.dsmz.de/family/kribbellaceae
Mycoplasmoidaceae,Mycoplasmoides,Mycoplasmoidales,correct name,family,https://lpsn.dsmz.de/family/mycoplasmoidaceae
Thermodesulfovibrionaceae,Thermodesulfovibrio,Thermodesulfovibrionales,correct name,family,https://lpsn.dsmz.de/family/thermodesulfovibrionaceae
Ktedonosporobacteraceae,Ktedonosporobacter,Ktedonobacterales,correct name,family,https://lpsn.dsmz.de/family/ktedonosporobacteraceae
Holophagaceae,Holophaga,Holophagales,correct name,family,https://lpsn.dsmz.de/family/holophagaceae
Tannerellaceae,Tannerella,Bacteroidales,correct name,family,https://lpsn.dsmz.de/family/tannerellaceae
Breznakiellaceae,Breznakiella,Spirochaetales,correct name,family,https://lpsn.dsmz.de/family/breznakiellaceae
Nocardioidaceae,Nocardioides,Propionibacteriales,correct name,family,https://lpsn.dsmz.de/family/nocardioidaceae
Caldilineaceae,Caldilinea,Caldilineales,correct name,family,https://lpsn.dsmz.de/family/caldilineaceae
Thermostichaceae,Thermostichus,Thermostichales,correct name,family,https://lpsn.dsmz.de/family/[thermostichaceae]-no-family
Marinifilaceae,Marinifilum,Bacteroidales,correct name,family,https://lpsn.dsmz.de/family/marinifilaceae
Streptococcaceae,Streptococcus,Lactobacillales,correct name,family,https://lpsn.dsmz.de/family/streptococcaceae
Crocinitomicaceae,Crocinitomix,Flavobacteriales,correct name,family,https://lpsn.dsmz.de/family/crocinitomicaceae
Flavobacteriaceae,Flavobacterium,Flavobacteriales,correct name,family,https://lpsn.dsmz.de/family/flavobacteriaceae
Arcobacteraceae,Arcobacter,Campylobacterales,correct name,family,https://lpsn.dsmz.de/family/arcobacteraceae
Corynebacteriaceae,Corynebacterium,Mycobacteriales,correct name,family,https://lpsn.dsmz.de/family/corynebacteriaceae
Coxiellaceae,Coxiella,Legionellales,correct name,family,https://lpsn.dsmz.de/family/coxiellaceae
Roseivirgaceae,Roseivirga,Cytophagales,correct name,family,https://lpsn.dsmz.de/family/roseivirgaceae
Thermoflexibacteraceae,Thermoflexibacter,Cytophagales,correct name,family,https://lpsn.dsmz.de/family/thermoflexibacteraceae
Xylanivirgaceae,Xylanivirga,Eubacteriales,correct name,family,https://lpsn.dsmz.de/family/xylanivirgaceae
[Halanaerobiales; not assigned to family],,Halanaerobiales,placeholder name,family,https://lpsn.dsmz.de/family/halanaerobiales-no-family
Phyllobacteriaceae,Phyllobacterium,Hyphomicrobiales,correct name,family,https://lpsn.dsmz.de/family/phyllobacteriaceae
Simkaniaceae,Simkania,Chlamydiales,correct name,family,https://lpsn.dsmz.de/family/simkaniaceae
Thermodesulfobacteriaceae,Thermodesulfobacterium,Thermodesulfobacteriales,correct name,family,https://lpsn.dsmz.de/family/thermodesulfobacteriaceae
Tissierellaceae,Tissierella,Tissierellales,correct name,family,https://lpsn.dsmz.de/family/tissierellaceae
Geminocystaceae,Geminocystis,Chroococcales,correct name,family,https://lpsn.dsmz.de/family/geminocystaceae
Psittacicellaceae,Psittacicella,Pasteurellales,correct name,family,https://lpsn.dsmz.de/family/psittacicellaceae
Thermomicrobiaceae,Thermomicrobium,Thermomicrobiales,correct name,family,https://lpsn.dsmz.de/family/thermomicrobiaceae
Parviterribacteraceae,Parviterribacter,Solirubrobacterales,correct name,family,https://lpsn.dsmz.de/family/parviterribacteraceae
Ferroplasmataceae,Ferroplasma,Thermoplasmatales,correct name,family,https://lpsn.dsmz.de/family/ferroplasmataceae
Kineosporiaceae,Kineosporia,Kineosporiales,correct name,family,https://lpsn.dsmz.de/family/kineosporiaceae
[Cytophagales; not assigned to family],,Cytophagales,placeholder name,family,https://lpsn.dsmz.de/family/cytophagales-no-family
Chlorobiaceae,Chlorobium,Chlorobiales,correct name,family,https://lpsn.dsmz.de/family/chlorobiaceae
Frankiaceae,Frankia,Frankiales,correct name,family,https://lpsn.dsmz.de/family/frankiaceae
Entomoplasmataceae,Entomoplasma,Entomoplasmatales,correct name,family,https://lpsn.dsmz.de/family/entomoplasmataceae
Rhabdaerophilaceae,Rhabdaerophilum,Hyphomicrobiales,correct name,family,https://lpsn.dsmz.de/family/rhabdaerophilaceae
Oscillospiraceae,Oscillospira,Eubacteriales,correct name,family,https://lpsn.dsmz.de/family/oscillospiraceae
Methanocellaceae,Methanocella,Methanocellales,correct name,family,https://lpsn.dsmz.de/family/methanocellaceae
Sporomusaceae,Sporomusa,Selenomonadales,correct name,family,https://lpsn.dsmz.de/family/sporomusaceae
Promicromonosporaceae,Promicromonospora,Micrococcales,correct name,family,https://lpsn.dsmz.de/family/promicromonosporaceae
Methanocorpusculaceae,Methanocorpusculum,Methanomicrobiales,correct name,family,https://lpsn.dsmz.de/family/methanocorpusculaceae
Baekduiaceae,Baekduia,Solirubrobacterales,correct name,family,https://lpsn.dsmz.de/family/baekduiaceae
Limnochordaceae,Limnochorda,Limnochordales,correct name,family,https://lpsn.dsmz.de/family/limnochordaceae
Armatimonadaceae,Armatimonas,Armatimonadales,correct name,family,https://lpsn.dsmz.de/family/armatimonadaceae
Heliobacteriaceae,Heliobacterium,Eubacteriales,correct name,family,https://lpsn.dsmz.de/family/heliobacteriaceae
Sneathiellaceae,Sneathiella,Sneathiellales,correct name,family,https://lpsn.dsmz.de/family/sneathiellaceae
Casimicrobiaceae,Casimicrobium,[Betaproteobacteria; not assigned to order],correct name,family,https://lpsn.dsmz.de/family/casimicrobiaceae
Geobacteraceae,Geobacter,Desulfuromonadales,correct name,family,https://lpsn.dsmz.de/family/geobacteraceae
Eubacteriaceae,Eubacterium,Eubacteriales,correct name,family,https://lpsn.dsmz.de/family/eubacteriaceae
Methylococcaceae,Methylococcus,Methylococcales,correct name,family,https://lpsn.dsmz.de/family/methylococcaceae
Micromonosporaceae,Micromonospora,Micromonosporales,correct name,family,https://lpsn.dsmz.de/family/micromonosporaceae
Alsobacteraceae,Alsobacter,Hyphomicrobiales,correct name,family,https://lpsn.dsmz.de/family/alsobacteraceae
Parvularculaceae,Parvularcula,Parvularculales,not validly published,family,https://lpsn.dsmz.de/family/parvularculaceae
Tepidanaerobacteraceae,Tepidanaerobacter,Thermosediminibacterales,correct name,family,https://lpsn.dsmz.de/family/tepidanaerobacteraceae
Tepidamorphaceae,Tepidamorphus,Hyphomicrobiales,correct name,family,https://lpsn.dsmz.de/family/tepidamorphaceae
Hyphomonadaceae,Hyphomonas,Caulobacterales,correct name,family,https://lpsn.dsmz.de/family/hyphomonadaceae
Iodidimonadaceae,Iodidimonas,Iodidimonadales,correct name,family,https://lpsn.dsmz.de/family/iodidimonadaceae
Aurantimonadaceae,Aurantimonas,Hyphomicrobiales,correct name,family,https://lpsn.dsmz.de/family/aurantimonadaceae
Sporichthyaceae,Sporichthya,Sporichthyales,correct name,family,https://lpsn.dsmz.de/family/sporichthyaceae
[Hyphomicrobiales; not assigned to family],,Hyphomicrobiales,placeholder name,family,https://lpsn.dsmz.de/family/hyphomicrobiales-no-family
Roseiarcaceae,Roseiarcus,Hyphomicrobiales,correct name,family,https://lpsn.dsmz.de/family/roseiarcaceae
Orbaceae,Orbus,Orbales,correct name,family,https://lpsn.dsmz.de/family/orbaceae
Pasteuriaceae,Pasteuria,Caryophanales,correct name,family,https://lpsn.dsmz.de/family/pasteuriaceae
Desulfohalobiaceae,Desulfohalobium,Desulfovibrionales,correct name,family,https://lpsn.dsmz.de/family/desulfohalobiaceae
Brevibacteriaceae,Brevibacterium,Micrococcales,correct name,family,https://lpsn.dsmz.de/family/brevibacteriaceae
Polyangiaceae,Polyangium,Myxococcales,correct name,family,https://lpsn.dsmz.de/family/polyangiaceae
Bernardetiaceae,Bernardetia,Cytophagales,correct name,family,https://lpsn.dsmz.de/family/bernardetiaceae
Flexibacteraceae,Flexibacter,Cytophagales,correct name,family,https://lpsn.dsmz.de/family/flexibacteraceae
Oxalobacteraceae,Oxalobacter,Burkholderiales,correct name,family,https://lpsn.dsmz.de/family/oxalobacteraceae
Actinospicaceae,Actinospica,Catenulisporales,correct name,family,https://lpsn.dsmz.de/family/actinospicaceae
Vibrionaceae,Vibrio,Vibrionales,correct name,family,https://lpsn.dsmz.de/family/vibrionaceae
Roseobacteraceae,Roseobacter,Rhodobacterales,correct name,family,https://lpsn.dsmz.de/family/roseobacteraceae
Pseudoalteromonadaceae,Pseudoalteromonas,Alteromonadales,correct name,family,https://lpsn.dsmz.de/family/pseudoalteromonadaceae
Thermosediminibacteraceae,Thermosediminibacter,Thermosediminibacterales,correct name,family,https://lpsn.dsmz.de/family/thermosediminibacteraceae
Erythrobacteraceae,Erythrobacter,Sphingomonadales,correct name,family,https://lpsn.dsmz.de/family/erythrobacteraceae
Paracoccaceae,Paracoccus,Rhodobacterales,correct name,family,https://lpsn.dsmz.de/family/paracoccaceae
Halococcaceae,Halococcus,Halobacteriales,correct name,family,https://lpsn.dsmz.de/family/halococcaceae
Nannocystaceae,Nannocystis,Myxococcales,correct name,family,https://lpsn.dsmz.de/family/nannocystaceae
Fibrobacteraceae,Fibrobacter,Fibrobacterales,correct name,family,https://lpsn.dsmz.de/family/fibrobacteraceae
Nitrospiraceae,Nitrospira,Nitrospirales,correct name,family,https://lpsn.dsmz.de/family/nitrospiraceae
Fervidobacteriaceae,Fervidobacterium,Thermotogales,correct name,family,https://lpsn.dsmz.de/family/fervidobacteriaceae
Leptospiraceae,Leptospira,Leptospirales,correct name,family,https://lpsn.dsmz.de/family/leptospiraceae
Desulfovibrionaceae,Desulfovibrio,Desulfovibrionales,correct name,family,https://lpsn.dsmz.de/family/desulfovibrionaceae
Salinivirgaceae,Salinivirga,Bacteroidales,correct name,family,https://lpsn.dsmz.de/family/salinivirgaceae
Persicobacteraceae,Persicobacter,Cytophagales,correct name,family,https://lpsn.dsmz.de/family/persicobacteraceae
Natranaerofabaceae,Natranaerofaba,Natranaerobiales,correct name,family,https://lpsn.dsmz.de/family/natranaerofabaceae
Demequinaceae,Demequina,Micrococcales,correct name,family,https://lpsn.dsmz.de/family/demequinaceae
Erwiniaceae,Erwinia,Enterobacterales,correct name,family,https://lpsn.dsmz.de/family/erwiniaceae
Kosmotogaceae,Kosmotoga,Kosmotogales,correct name,family,https://lpsn.dsmz.de/family/kosmotogaceae
Coprothermobacteraceae,Coprothermobacter,Coprothermobacterales,correct name,family,https://lpsn.dsmz.de/family/coprothermobacteraceae
Borreliaceae,Borrelia,Spirochaetales,correct name,family,https://lpsn.dsmz.de/family/borreliaceae
Caldicoprobacteraceae,Caldicoprobacter,Eubacteriales,correct name,family,https://lpsn.dsmz.de/family/caldicoprobacteraceae
Gaiellaceae,Gaiella,Gaiellales,correct name,family,https://lpsn.dsmz.de/family/gaiellaceae
Cellulomonadaceae,Cellulomonas,Micrococcales,correct name,family,https://lpsn.dsmz.de/family/cellulomonadaceae
Fusobacteriaceae,Fusobacterium,Fusobacteriales,correct name,family,https://lpsn.dsmz.de/family/fusobacteriaceae
Peptococcaceae,Peptococcus,Eubacteriales,correct name,family,https://lpsn.dsmz.de/family/peptococcaceae
Pseudobdellovibrionaceae,Pseudobdellovibrio,Bdellovibrionales,correct name,family,https://lpsn.dsmz.de/family/pseudobdellovibrionaceae
Francisellaceae,Francisella,Thiotrichales,correct name,family,https://lpsn.dsmz.de/family/francisellaceae
Treboniaceae,Trebonia,Streptosporangiales,correct name,family,https://lpsn.dsmz.de/family/treboniaceae
Zooshikellaceae,Zooshikella,Oceanospirillales,not validly published,family,https://lpsn.dsmz.de/family/zooshikellaceae
Chitinispirillaceae,Chitinispirillum,Chitinispirillales,correct name,family,https://lpsn.dsmz.de/family/chitinispirillaceae
Haloferacaceae,Haloferax,Haloferacales,correct name,family,https://lpsn.dsmz.de/family/haloferacaceae
Gallionellaceae,Gallionella,Nitrosomonadales,correct name,family,https://lpsn.dsmz.de/family/gallionellaceae
[Spirochaetia; not assigned to family],,[Spirochaetia; not assigned to order],placeholder name,family,https://lpsn.dsmz.de/family/spirochaetia-no-family
Notoacmeibacteraceae,Notoacmeibacter,Hyphomicrobiales,correct name,family,https://lpsn.dsmz.de/family/notoacmeibacteraceae
Thiolineaceae,Thiolinea,Thiotrichales,correct name,family,https://lpsn.dsmz.de/family/thiolineaceae
Vulgatibacteraceae,Vulgatibacter,Myxococcales,correct name,family,https://lpsn.dsmz.de/family/vulgatibacteraceae
Mycobacteriaceae,Mycobacterium,Mycobacteriales,correct name,family,https://lpsn.dsmz.de/family/mycobacteriaceae
Gottschalkiaceae,Gottschalkia,Tissierellales,correct name,family,https://lpsn.dsmz.de/family/gottschalkiaceae
Brevinemataceae,Brevinema,Brevinematales,correct name,family,https://lpsn.dsmz.de/family/brevinemataceae
Thermosporotrichaceae,Thermosporothrix,Ktedonobacterales,correct name,family,https://lpsn.dsmz.de/family/thermosporotrichaceae
Fimbriimonadaceae,Fimbriimonas,Fimbriimonadales,correct name,family,https://lpsn.dsmz.de/family/fimbriimonadaceae
Chitinophagaceae,Chitinophaga,Chitinophagales,correct name,family,https://lpsn.dsmz.de/family/chitinophagaceae
Litoricolaceae,Litoricola,Oceanospirillales,correct name,family,https://lpsn.dsmz.de/family/litoricolaceae
Phaselicystaceae,Phaselicystis,Myxococcales,correct name,family,https://lpsn.dsmz.de/family/phaselicystaceae
Lentisphaeraceae,Lentisphaera,Lentisphaerales,correct name,family,https://lpsn.dsmz.de/family/lentisphaeraceae
[Acidimicrobiales; not assigned to family],,Acidimicrobiales,placeholder name,family,https://lpsn.dsmz.de/family/acidimicrobiales-no-family
Gemmatimonadota,Gemmatimonas,Bacteria,correct name,phylum,https://lpsn.dsmz.de/phylum/gemmatimonadota
Chloroflexota,Chloroflexus,Bacteria,correct name,phylum,https://lpsn.dsmz.de/phylum/chloroflexota
Abditibacteriota,Abditibacteria,Bacteria,not validly published,phylum,https://lpsn.dsmz.de/phylum/abditibacteriota
Bacteroidota,Bacteroides,Bacteria,correct name,phylum,https://lpsn.dsmz.de/phylum/bacteroidota
Rhodothermota,Rhodothermus,Bacteria,correct name,phylum,https://lpsn.dsmz.de/phylum/rhodothermota
Deferribacterota,Deferribacter,Bacteria,correct name,phylum,https://lpsn.dsmz.de/phylum/deferribacterota
Actinomycetota,Actinomyces,Bacteria,correct name,phylum,https://lpsn.dsmz.de/phylum/actinomycetota
Chrysiogenota,Chrysiogenes,Bacteria,correct name,phylum,https://lpsn.dsmz.de/phylum/chrysiogenota
Deinococcota,Deinococcus,Bacteria,correct name,phylum,https://lpsn.dsmz.de/phylum/deinococcota
Chlorobiota,Chlorobium,Bacteria,correct name,phylum,https://lpsn.dsmz.de/phylum/chlorobiota
