name,type_name,parent,status,rank,address
Metabacillus,Metabacillus,Bacillaceae,correct name,genus,https://lpsn.dsmz.de/genus/metabacillus
Desulfatitalea,Desulfatitalea,Desulfobacteraceae,correct name,genus,https://lpsn.dsmz.de/genus/desulfatitalea
Amphritea,Amphritea,Oceanospirillaceae,correct name,genus,https://lpsn.dsmz.de/genus/amphritea
Thermosipho,Thermosipho,Fervidobacteriaceae,correct name,genus,https://lpsn.dsmz.de/genus/thermosipho
Compostimonas,Compostimonas,Microbacteriaceae,correct name,genus,https://lpsn.dsmz.de/genus/compostimonas
Natronincola,Natronincola,Clostridiaceae,correct name,genus,https://lpsn.dsmz.de/genus/natronincola
Muricomes,Muricomes,Lachnospiraceae,correct name,genus,https://lpsn.dsmz.de/genus/muricomes
Polycladomyces,Polycladomyces,Thermoactinomycetaceae,correct name,genus,https://lpsn.dsmz.de/genus/polycladomyces
Polygonibacillus,Polygonibacillus,Bacillaceae,correct name,genus,https://lpsn.dsmz.de/genus/polygonibacillus
Pleomorphomonas,Pleomorphomonas,Pleomorphomonadaceae,correct name,genus,https://lpsn.dsmz.de/genus/pleomorphomonas
Halopseudomonas,Halopseudomonas,Pseudomonadaceae,correct name,genus,https://lpsn.dsmz.de/genus/halopseudomonas
Stella,Stella,Stellaceae,correct name,genus,https://lpsn.dsmz.de/genus/stella
Faecalicatena,Faecalicatena,Lachnospiraceae,correct name,genus,https://lpsn.dsmz.de/genus/faecalicatena
Actinorhabdospora,Actinorhabdospora,Micromonosporaceae,correct name,genus,https://lpsn.dsmz.de/genus/actinorhabdospora
Salinivibrio,Salinivibrio,Vibrionaceae,correct name,genus,https://lpsn.dsmz.de/genus/salinivibrio
Tepidiforma,Tepidiforma,Tepidiformaceae,correct name,genus,https://lpsn.dsmz.de/genus/tepidiforma
Longirhabdus,Longirhabdus,Paenibacillaceae,correct name,genus,https://lpsn.dsmz.de/genus/longirhabdus
Aedoeadaptatus,Aedoeadaptatus,Peptoniphilaceae,correct name,genus,https://lpsn.dsmz.de/genus/aedoeadaptatus
Roseobacter,Roseobacter,Roseobacteraceae,correct name,genus,https://lpsn.dsmz.de/genus/roseobacter
Actinocatenispora,Actinocatenispora,Micromonosporaceae,correct name,genus,https://lpsn.dsmz.de/genus/actinocatenispora
Youngimonas,Youngimonas,Roseobacteraceae,correct name,genus,https://lpsn.dsmz.de/genus/youngimonas
Pacificimonas,Pacificimonas,Sphingosinicellaceae,correct name,genus,https://lpsn.dsmz.de/genus/pacificimonas
Thiosulfatimonas,Thiosulfatimonas,Piscirickettsiaceae,correct name,genus,https://lpsn.dsmz.de/genus/thiosulfatimonas
Yokenella,Yokenella,Enterobacteriaceae,correct name,genus,https://lpsn.dsmz.de/genus/yokenella
Caviibacterium,Caviibacterium,Pasteurellaceae,correct name,genus,https://lpsn.dsmz.de/genus/caviibacterium
Anaeromusa,Anaeromusa,Sporomusaceae,correct name,genus,https://lpsn.dsmz.de/genus/anaeromusa
Aggregatibacter,Aggregatibacter,Pasteurellaceae,correct name,genus,https://lpsn.dsmz.de/genus/aggregatibacter
Curvivirga,Curvivirga,Kiloniellaceae,correct name,genus,https://lpsn.dsmz.de/genus/curvivirga
Mucispirillum,Mucispirillum,Deferribacteraceae,correct name,genus,https://lpsn.dsmz.de/genus/mucispirillum
Aureicoccus,Aureicoccus,Flavobacteriaceae,correct name,genus,https://lpsn.dsmz.de/genus/aureicoccus
Alkanibacter,Alkanibacter,Nevskiaceae,correct name,genus,https://lpsn.dsmz.de/genus/alkanibacter
Aidingimonas,Aidingimonas,Halomonadaceae,correct name,genus,https://lpsn.dsmz.de/genus/aidingimonas
Pararhodobacter,Pararhodobacter,Paracoccaceae,correct name,genus,https://lpsn.dsmz.de/genus/pararhodobacter
Alpinimonas,Alpinimonas,Microbacteriaceae,correct name,genus,https://lpsn.dsmz.de/genus/alpinimonas
Rhodoblastus,Rhodoblastus,Roseiarcaceae,correct name,genus,https://lpsn.dsmz.de/genus/rhodoblastus
Rectinema,Rectinema,Treponemataceae,correct name,genus,https://lpsn.dsmz.de/genus/rectinema
Spongiactinospora,Spongiactinospora,Streptosporangiaceae,correct name,genus,https://lpsn.dsmz.de/genus/spongiactinospora
Kaistia,Kaistia,Kaistiaceae,correct name,genus,https://lpsn.dsmz.de/genus/kaistia
Rubritalea,Rubritalea,Rubritaleaceae,correct name,genus,https://lpsn.dsmz.de/genus/rubritalea
Palleronia,Palleronia,Roseobacteraceae,correct name,genus,https://lpsn.dsmz.de/genus/palleronia
Desulfobaculum,Desulfobaculum,Desulfovibrionaceae,correct name,genus,https://lpsn.dsmz.de/genus/desulfobaculum
Halalkalibaculum,Halalkalibaculum,Balneolaceae,correct name,genus,https://lpsn.dsmz.de/genus/halalkalibaculum
Parapontixanthobacter,Parapontixanthobacter,Erythrobacteraceae,correct name,genus,https://lpsn.dsmz.de/genus/parapontixanthobacter
Kofleria,Kofleria,Kofleriaceae,correct name,genus,https://lpsn.dsmz.de/genus/kofleria
Scopulibacillus,Scopulibacillus,Sporolactobacillaceae,correct name,genus,https://lpsn.dsmz.de/genus/scopulibacillus
Thermoflexus,Thermoflexus,Thermoflexaceae,correct name,genus,https://lpsn.dsmz.de/genus/thermoflexus
Algisphaera,Algisphaera,Phycisphaeraceae,correct name,genus,https://lpsn.dsmz.de/genus/algisphaera
Alloprevotella,Alloprevotella,Prevotellaceae,correct name,genus,https://lpsn.dsmz.de/genus/alloprevotella
Lacihabitans,Lacihabitans,Spirosomataceae,correct name,genus,https://lpsn.dsmz.de/genus/lacihabitans
Schlesneria,Schlesneria,Planctomycetaceae,correct name,genus,https://lpsn.dsmz.de/genus/schlesneria
Aquifex,Aquifex,Aquificaceae,correct name,genus,https://lpsn.dsmz.de/genus/aquifex
Barrientosiimonas,Barrientosiimonas,Dermacoccaceae,correct name,genus,https://lpsn.dsmz.de/genus/barrientosiimonas
Zwartia,Zwartia,Alcaligenaceae,correct name,genus,https://lpsn.dsmz.de/genus/zwartia
Insolitispirillum,Insolitispirillum,Rhodospirillaceae,correct name,genus,https://lpsn.dsmz.de/genus/insolitispirillum
Mariniphaga,Mariniphaga,Prolixibacteraceae,correct name,genus,https://lpsn.dsmz.de/genus/mariniphaga
Cnuella,Cnuella,Chitinophagaceae,correct name,genus,https://lpsn.dsmz.de/genus/cnuella
Methylovirgula,Methylovirgula,Beijerinckiaceae,correct name,genus,https://lpsn.dsmz.de/genus/methylovirgula
Pelorhabdus,Pelorhabdus,Sporomusaceae,correct name,genus,https://lpsn.dsmz.de/genus/pelorhabdus
Flammeovirga,Flammeovirga,Flammeovirgaceae,correct name,genus,https://lpsn.dsmz.de/genus/flammeovirga
Endozoicomonas,Endozoicomonas,Endozoicomonadaceae,correct name,genus,https://lpsn.dsmz.de/genus/endozoicomonas
Methanimicrococcus,Methanimicrococcus,Methanosarcinaceae,correct name,genus,https://lpsn.dsmz.de/genus/methanimicrococcus
Toxothrix,Toxothrix,Crenotrichaceae,correct name,genus,https://lpsn.dsmz.de/genus/toxothrix
Nicoletella,Nicoletella,Pasteurellaceae,correct name,genus,https://lpsn.dsmz.de/genus/nicoletella
Ruficoccus,Ruficoccus,Puniceicoccaceae,correct name,genus,https://lpsn.dsmz.de/genus/ruficoccus
Peptostreptococcus,Peptostreptococcus,Peptostreptococcaceae,correct name,genus,https://lpsn.dsmz.de/genus/peptostreptococcus
Altericroceibacterium,Altericroceibacterium,Erythrobacteraceae,correct name,genus,https://lpsn.dsmz.de/genus/altericroceibacterium
Tonsilliphilus,Tonsilliphilus,Dermatophilaceae,correct name,genus,https://lpsn.dsmz.de/genus/tonsilliphilus
Lactococcus,Lactococcus,Streptococcaceae,correct name,genus,https://lpsn.dsmz.de/genus/lactococcus
Dinghuibacter,Dinghuibacter,Chitinophagaceae,correct name,genus,https://lpsn.dsmz.de/genus/dinghuibacter
Mesosutterella,Mesosutterella,Sutterellaceae,correct name,genus,https://lpsn.dsmz.de/genus/mesosutterella
Methylocella,Methylocella,Beijerinckiaceae,correct name,genus,https://lpsn.dsmz.de/genus/methylocella
Neoasaia,Neoasaia,Acetobacteraceae,correct name,genus,https://lpsn.dsmz.de/genus/neoasaia
Novispirillum,Novispirillum,Rhodospirillaceae,correct name,genus,https://lpsn.dsmz.de/genus/novispirillum
Alkalicoccobacillus,Alkalicoccobacillus,Bacillaceae,correct name,genus,https://lpsn.dsmz.de/genus/alkalicoccobacillus
Intestinirhabdus,Intestinirhabdus,Enterobacteriaceae,correct name,genus,https://lpsn.dsmz.de/genus/intestinirhabdus
Marivita,Marivita,Roseobacteraceae,correct name,genus,https://lpsn.dsmz.de/genus/marivita
Constrictibacter,Constrictibacter,Stellaceae,correct name,genus,https://lpsn.dsmz.de/genus/constrictibacter
Cetobacterium,Cetobacterium,Fusobacteriaceae,correct name,genus,https://lpsn.dsmz.de/genus/cetobacterium
Kingella,Kingella,Neisseriaceae,correct name,genus,https://lpsn.dsmz.de/genus/kingella
Aurantiacicella,Aurantiacicella,Flavobacteriaceae,correct name,genus,https://lpsn.dsmz.de/genus/aurantiacicella
Chitinivibrio,Chitinivibrio,Chitinivibrionaceae,correct name,genus,https://lpsn.dsmz.de/genus/chitinivibrio
Hyphomicrobium,Hyphomicrobium,Hyphomicrobiaceae,correct name,genus,https://lpsn.dsmz.de/genus/hyphomicrobium
Kinneretia,Kinneretia,Comamonadaceae,correct name,genus,https://lpsn.dsmz.de/genus/kinneretia
Sporosarcina,Sporosarcina,Caryophanaceae,correct name,genus,https://lpsn.dsmz.de/genus/sporosarcina
Sulfuritalea,Sulfuritalea,Sterolibacteriaceae,correct name,genus,https://lpsn.dsmz.de/genus/sulfuritalea
Oligoflexus,Oligoflexus,Oligoflexaceae,correct name,genus,https://lpsn.dsmz.de/genus/oligoflexus
Thalassobacillus,Thalassobacillus,Bacillaceae,correct name,genus,https://lpsn.dsmz.de/genus/thalassobacillus
Sphingopyxis,Sphingopyxis,Sphingomonadaceae,correct name,genus,https://lpsn.dsmz.de/genus/sphingopyxis
Acidomonas,Acidomonas,Acetobacteraceae,correct name,genus,https://lpsn.dsmz.de/genus/acidomonas
Lapillicoccus,Lapillicoccus,Intrasporangiaceae,correct name,genus,https://lpsn.dsmz.de/genus/lapillicoccus
Gemmata,Gemmata,Gemmataceae,correct name,genus,https://lpsn.dsmz.de/genus/gemmata
Dinoroseobacter,Dinoroseobacter,Roseobacteraceae,correct name,genus,https://lpsn.dsmz.de/genus/dinoroseobacter
Nitrospirillum,Nitrospirillum,Azospirillaceae,correct name,genus,https://lpsn.dsmz.de/genus/nitrospirillum
Ruegeria,Ruegeria,Roseobacteraceae,correct name,genus,https://lpsn.dsmz.de/genus/ruegeria
Chryseolinea,Chryseolinea,Fulvivirgaceae,correct name,genus,https://lpsn.dsmz.de/genus/chryseolinea
Fusibacter,Fusibacter,[Eubacteriales; not assigned to family],correct name,genus,https://lpsn.dsmz.de/genus/fusibacter
Psychromicrobium,Psychromicrobium,Micrococcaceae,correct name,genus,https://lpsn.dsmz.de/genus/psychromicrobium
Thiogranum,Thiogranum,Ectothiorhodospiraceae,correct name,genus,https://lpsn.dsmz.de/genus/thiogranum
Racemicystis,Racemicystis,Polyangiaceae,correct name,genus,https://lpsn.dsmz.de/genus/racemicystis
Methylibium,Methylibium,[Burkholderiales; not assigned to family],correct name,genus,https://lpsn.dsmz.de/genus/methylibium
Naumannella,Naumannella,Propionibacteriaceae,correct name,genus,https://lpsn.dsmz.de/genus/naumannella
Leptospirillum,Leptospirillum,Nitrospiraceae,correct name,genus,https://lpsn.dsmz.de/genus/leptospirillum
Aquiflexum,Aquiflexum,Cyclobacteriaceae,correct name,genus,https://lpsn.dsmz.de/genus/aquiflexum
Siccirubricoccus,Siccirubricoccus,Acetobacteraceae,correct name,genus,https://lpsn.dsmz.de/genus/siccirubricoccus
Roseomonas,Roseomonas,Acetobacteraceae,correct name,genus,https://lpsn.dsmz.de/genus/roseomonas
Rosistilla,Rosistilla,Pirellulaceae,correct name,genus,https://lpsn.dsmz.de/genus/rosistilla
Sulfurivermis,Sulfurivermis,Thioprofundaceae,correct name,genus,https://lpsn.dsmz.de/genus/sulfurivermis
Ilumatobacter,Ilumatobacter,Ilumatobacteraceae,correct name,genus,https://lpsn.dsmz.de/genus/ilumatobacter
Polymorphospora,Polymorphospora,Micromonosporaceae,correct name,genus,https://lpsn.dsmz.de/genus/polymorphospora
Rhabdobacter,Rhabdobacter,Spirosomataceae,correct name,genus,https://lpsn.dsmz.de/genus/rhabdobacter
Moraxella,Moraxella,Moraxellaceae,correct name,genus,https://lpsn.dsmz.de/genus/moraxella
Actinobaculum,Actinobaculum,Actinomycetaceae,correct name,genus,https://lpsn.dsmz.de/genus/actinobaculum
Hollandina,Hollandina,Spirochaetaceae,correct name,genus,https://lpsn.dsmz.de/genus/hollandina
Natrialba,Natrialba,Natrialbaceae,correct name,genus,https://lpsn.dsmz.de/genus/natrialba
Dellaglioa,Dellaglioa,Lactobacillaceae,correct name,genus,https://lpsn.dsmz.de/genus/dellaglioa
Gimesia,Gimesia,Planctomycetaceae,correct name,genus,https://lpsn.dsmz.de/genus/gimesia
Pseudopuniceibacterium,Pseudopuniceibacterium,Roseobacteraceae,correct name,genus,https://lpsn.dsmz.de/genus/pseudopuniceibacterium
Ferrigenium,Ferrigenium,Gallionellaceae,correct name,genus,https://lpsn.dsmz.de/genus/ferrigenium
Symbiotes,Symbiotes,[Rickettsiales; not assigned to family],correct name,genus,https://lpsn.dsmz.de/genus/symbiotes
Sinirhodobacter,Sinirhodobacter,Paracoccaceae,correct name,genus,https://lpsn.dsmz.de/genus/sinirhodobacter
Rhodophyticola,Rhodophyticola,Roseobacteraceae,correct name,genus,https://lpsn.dsmz.de/genus/rhodophyticola
Oryzobacter,Oryzobacter,Intrasporangiaceae,correct name,genus,https://lpsn.dsmz.de/genus/oryzobacter
Rubribacterium,Rubribacterium,Paracoccaceae,correct name,genus,https://lpsn.dsmz.de/genus/rubribacterium
Paenirhodobacter,Paenirhodobacter,Paracoccaceae,correct name,genus,https://lpsn.dsmz.de/genus/paenirhodobacter
Chelonobacter,Chelonobacter,Pasteurellaceae,correct name,genus,https://lpsn.dsmz.de/genus/chelonobacter
Catenulispora,Catenulispora,Catenulisporaceae,correct name,genus,https://lpsn.dsmz.de/genus/catenulispora
Anaerovirgula,Anaerovirgula,Clostridiaceae,correct name,genus,https://lpsn.dsmz.de/genus/anaerovirgula
Pseudospirillum,Pseudospirillum,Oceanospirillaceae,correct name,genus,https://lpsn.dsmz.de/genus/pseudospirillum
Pseudalkalibacillus,Pseudalkalibacillus,Bacillaceae,correct name,genus,https://lpsn.dsmz.de/genus/pseudalkalibacillus
Spodiobacter,Spodiobacter,Flavobacteriaceae,correct name,genus,https://lpsn.dsmz.de/genus/spodiobacter
Salinifilum,Salinifilum,Pseudonocardiaceae,correct name,genus,https://lpsn.dsmz.de/genus/salinifilum
Butyratibacter,Butyratibacter,Tepidamorphaceae,correct name,genus,https://lpsn.dsmz.de/genus/butyratibacter
Hominimerdicola,Hominimerdicola,Oscillospiraceae,correct name,genus,https://lpsn.dsmz.de/genus/hominimerdicola
Olsenella,Olsenella,Atopobiaceae,correct name,genus,https://lpsn.dsmz.de/genus/olsenella
Yersinia,Yersinia,Yersiniaceae,correct name,genus,https://lpsn.dsmz.de/genus/yersinia
Faecalibacter,Faecalibacter,Flavobacteriaceae,correct name,genus,https://lpsn.dsmz.de/genus/faecalibacter
Alkaliflexus,Alkaliflexus,Marinilabiliaceae,correct name,genus,https://lpsn.dsmz.de/genus/alkaliflexus
Thalassomonas,Thalassomonas,Colwelliaceae,correct name,genus,https://lpsn.dsmz.de/genus/thalassomonas
Hathewaya,Hathewaya,Clostridiaceae,correct name,genus,https://lpsn.dsmz.de/genus/hathewaya
Thermohalobacter,Thermohalobacter,Clostridiaceae,correct name,genus,https://lpsn.dsmz.de/genus/thermohalobacter
Victivallis,Victivallis,Victivallaceae,correct name,genus,https://lpsn.dsmz.de/genus/victivallis
Pilimelia,Pilimelia,Micromonosporaceae,correct name,genus,https://lpsn.dsmz.de/genus/pilimelia
Gallaecimonas,Gallaecimonas,[Gammaproteobacteria; not assigned to family],correct name,genus,https://lpsn.dsmz.de/genus/gallaecimonas
Singulisphaera,Singulisphaera,Isosphaeraceae,correct name,genus,https://lpsn.dsmz.de/genus/singulisphaera
Massilia,Massilia,Oxalobacteraceae,correct name,genus,https://lpsn.dsmz.de/genus/massilia
Phytomonospora,Phytomonospora,Micromonosporaceae,correct name,genus,https://lpsn.dsmz.de/genus/phytomonospora
Oliverpabstia,Oliverpabstia,Lachnospiraceae,correct name,genus,https://lpsn.dsmz.de/genus/oliverpabstia
Promicromonospora,Promicromonospora,Promicromonosporaceae,correct name,genus,https://lpsn.dsmz.de/genus/promicromonospora
Anoxybacter,Anoxybacter,[Halanaerobiales; not assigned to family],correct name,genus,https://lpsn.dsmz.de/genus/anoxybacter
Aquibacillus,Aquibacillus,Bacillaceae,correct name,genus,https://lpsn.dsmz.de/genus/aquibacillus
Sessilibacter,Sessilibacter,Cellvibrionaceae,correct name,genus,https://lpsn.dsmz.de/genus/sessilibacter
Desulfuromusa,Desulfuromusa,Desulfuromonadaceae,correct name,genus,https://lpsn.dsmz.de/genus/desulfuromusa
Atopobacter,Atopobacter,Carnobacteriaceae,correct name,genus,https://lpsn.dsmz.de/genus/atopobacter
Pseudogracilibacillus,Pseudogracilibacillus,Bacillaceae,correct name,genus,https://lpsn.dsmz.de/genus/pseudogracilibacillus
Sporichthya,Sporichthya,Sporichthyaceae,correct name,genus,https://lpsn.dsmz.de/genus/sporichthya
Neptunicella,Neptunicella,Alteromonadaceae,correct name,genus,https://lpsn.dsmz.de/genus/neptunicella
Holzapfelia,Holzapfelia,Lactobacillaceae,correct name,genus,https://lpsn.dsmz.de/genus/holzapfelia
Craterilacuibacter,Craterilacuibacter,Neisseriaceae,correct name,genus,https://lpsn.dsmz.de/genus/craterilacuibacter
Chitinilyticum,Chitinilyticum,Chromobacteriaceae,correct name,genus,https://lpsn.dsmz.de/genus/chitinilyticum
Zobellella,Zobellella,Aeromonadaceae,correct name,genus,https://lpsn.dsmz.de/genus/zobellella
Saonia,Saonia,Flavobacteriaceae,correct name,genus,https://lpsn.dsmz.de/genus/saonia
Ornithinimicrobium,Ornithinimicrobium,Ornithinimicrobiaceae,correct name,genus,https://lpsn.dsmz.de/genus/ornithinimicrobium
Ardenticatena,Ardenticatena,Ardenticatenaceae,correct name,genus,https://lpsn.dsmz.de/genus/ardenticatena
Halocella,Halocella,Halanaerobiaceae,correct name,genus,https://lpsn.dsmz.de/genus/halocella
Psychrilyobacter,Psychrilyobacter,Fusobacteriaceae,correct name,genus,https://lpsn.dsmz.de/genus/psychrilyobacter
Cytobacillus,Cytobacillus,Bacillaceae,correct name,genus,https://lpsn.dsmz.de/genus/cytobacillus
Aestuariivita,Aestuariivita,Roseobacteraceae,correct name,genus,https://lpsn.dsmz.de/genus/aestuariivita
Glaciibacter,Glaciibacter,Microbacteriaceae,correct name,genus,https://lpsn.dsmz.de/genus/glaciibacter
Cupidesulfovibrio,Cupidesulfovibrio,Desulfovibrionaceae,correct name,genus,https://lpsn.dsmz.de/genus/cupidesulfovibrio
Fulvimonas,Fulvimonas,Rhodanobacteraceae,correct name,genus,https://lpsn.dsmz.de/genus/fulvimonas
Microvenator,Microvenator,Microvenatoraceae,correct name,genus,https://lpsn.dsmz.de/genus/microvenator
Nafulsella,Nafulsella,Cesiribacteraceae,correct name,genus,https://lpsn.dsmz.de/genus/nafulsella
Salisediminibacterium,Salisediminibacterium,Bacillaceae,correct name,genus,https://lpsn.dsmz.de/genus/salisediminibacterium
Desulfotignum,Desulfotignum,Desulfobacteraceae,correct name,genus,https://lpsn.dsmz.de/genus/desulfotignum
Antarcticimicrobium,Antarcticimicrobium,Roseobacteraceae,correct name,genus,https://lpsn.dsmz.de/genus/antarcticimicrobium
Albibacillus,Albibacillus,Roseobacteraceae,correct name,genus,https://lpsn.dsmz.de/genus/albibacillus
Roseburia,Roseburia,Lachnospiraceae,correct name,genus,https://lpsn.dsmz.de/genus/roseburia
Fervidicella,Fervidicella,Clostridiaceae,correct name,genus,https://lpsn.dsmz.de/genus/fervidicella
Sulfurihydrogenibium,Sulfurihydrogenibium,Hydrogenothermaceae,correct name,genus,https://lpsn.dsmz.de/genus/sulfurihydrogenibium
Oribacterium,Oribacterium,Lachnospiraceae,correct name,genus,https://lpsn.dsmz.de/genus/oribacterium
Kyrpidia,Kyrpidia,Alicyclobacillaceae,correct name,genus,https://lpsn.dsmz.de/genus/kyrpidia
Chitinimonas,Chitinimonas,Burkholderiaceae,correct name,genus,https://lpsn.dsmz.de/genus/chitinimonas
Pediococcus,Pediococcus,Lactobacillaceae,correct name,genus,https://lpsn.dsmz.de/genus/pediococcus
Butyribacter,Butyribacter,Lachnospiraceae,correct name,genus,https://lpsn.dsmz.de/genus/butyribacter
Halomicroarcula,Halomicroarcula,Haloarculaceae,correct name,genus,https://lpsn.dsmz.de/genus/halomicroarcula
Hwangdonia,Hwangdonia,Flavobacteriaceae,correct name,genus,https://lpsn.dsmz.de/genus/hwangdonia
Agarivorans,Agarivorans,Alteromonadaceae,correct name,genus,https://lpsn.dsmz.de/genus/agarivorans
Tenebrionicola,Tenebrionicola,Enterobacteriaceae,correct name,genus,https://lpsn.dsmz.de/genus/tenebrionicola
Nitrosophilus,Nitrosophilus,Nitratiruptoraceae,correct name,genus,https://lpsn.dsmz.de/genus/nitrosophilus
Enterocloster,Enterocloster,Lachnospiraceae,correct name,genus,https://lpsn.dsmz.de/genus/enterocloster
Megamonas,Megamonas,Selenomonadaceae,correct name,genus,https://lpsn.dsmz.de/genus/megamonas
Falsochrobactrum,Falsochrobactrum,Brucellaceae,correct name,genus,https://lpsn.dsmz.de/genus/falsochrobactrum
Caldithrix,Caldithrix,Calditrichaceae,correct name,genus,https://lpsn.dsmz.de/genus/caldithrix
Pinibacter,Pinibacter,Chitinophagaceae,correct name,genus,https://lpsn.dsmz.de/genus/pinibacter
Occidentia,Occidentia,Rickettsiaceae,correct name,genus,https://lpsn.dsmz.de/genus/occidentia
Anaeromonas,Anaeromonas,Clostridiaceae,correct name,genus,https://lpsn.dsmz.de/genus/anaeromonas
Sorangium,Sorangium,Polyangiaceae,correct name,genus,https://lpsn.dsmz.de/genus/sorangium
Chimaeribacter,Chimaeribacter,Yersiniaceae,correct name,genus,https://lpsn.dsmz.de/genus/chimaeribacter
Jatrophihabitans,Jatrophihabitans,Jatrophihabitantaceae,correct name,genus,https://lpsn.dsmz.de/genus/jatrophihabitans
Agarilytica,Agarilytica,Cellvibrionaceae,correct name,genus,https://lpsn.dsmz.de/genus/agarilytica
Sporosalibacterium,Sporosalibacterium,Clostridiaceae,correct name,genus,https://lpsn.dsmz.de/genus/sporosalibacterium
Pseudoarcobacter,,Arcobacteraceae,misspelling,genus,https://lpsn.dsmz.de/genus/pseudoarcobacter
Filobacillus,Filobacillus,Bacillaceae,correct name,genus,https://lpsn.dsmz.de/genus/filobacillus
Simiduia,Simiduia,Cellvibrionaceae,correct name,genus,https://lpsn.dsmz.de/genus/simiduia
Halochromatium,Halochromatium,Chromatiaceae,correct name,genus,https://lpsn.dsmz.de/genus/halochromatium
Aestuariibius,Aestuariibius,Roseobacteraceae,correct name,genus,https://lpsn.dsmz.de/genus/aestuariibius
Thiospirillum,Thiospirillum,Chromatiaceae,correct name,genus,https://lpsn.dsmz.de/genus/thiospirillum
Stygiolobus,Stygiolobus,Sulfolobaceae,correct name,genus,https://lpsn.dsmz.de/genus/stygiolobus
Fervidobacterium,Fervidobacterium,Fervidobacteriaceae,correct name,genus,https://lpsn.dsmz.de/genus/fervidobacterium
Desulfobacula,Desulfobacula,Desulfobacteraceae,correct name,genus,https://lpsn.dsmz.de/genus/desulfobacula
Aurantivirga,Aurantivirga,Flavobacteriaceae,correct name,genus,https://lpsn.dsmz.de/genus/aurantivirga
Pectinatus,Pectinatus,Selenomonadaceae,correct name,genus,https://lpsn.dsmz.de/genus/pectinatus
Methanolinea,Methanolinea,Methanoregulaceae,correct name,genus,https://lpsn.dsmz.de/genus/methanolinea
Fontibacter,Fontibacter,Cyclobacteriaceae,correct name,genus,https://lpsn.dsmz.de/genus/fontibacter
Thermolongibacillus,Thermolongibacillus,Bacillaceae,correct name,genus,https://lpsn.dsmz.de/genus/thermolongibacillus
Marinoscillum,Marinoscillum,Reichenbachiellaceae,correct name,genus,https://lpsn.dsmz.de/genus/marinoscillum
Kitasatospora,Kitasatospora,Streptomycetaceae,correct name,genus,https://lpsn.dsmz.de/genus/kitasatospora
Acetoanaerobium,Acetoanaerobium,Peptostreptococcaceae,correct name,genus,https://lpsn.dsmz.de/genus/acetoanaerobium
Sebaldella,Sebaldella,Leptotrichiaceae,correct name,genus,https://lpsn.dsmz.de/genus/sebaldella
Fonticella,Fonticella,Clostridiaceae,correct name,genus,https://lpsn.dsmz.de/genus/fonticella
Aquella,Aquella,Neisseriaceae,correct name,genus,https://lpsn.dsmz.de/genus/aquella
Sphaerochaeta,Sphaerochaeta,Sphaerochaetaceae,correct name,genus,https://lpsn.dsmz.de/genus/sphaerochaeta
Alloiococcus,Alloiococcus,Carnobacteriaceae,correct name,genus,https://lpsn.dsmz.de/genus/alloiococcus
Congregibacter,Congregibacter,Halieaceae,correct name,genus,https://lpsn.dsmz.de/genus/congregibacter
Faecalimonas,Faecalimonas,Lachnospiraceae,correct name,genus,https://lpsn.dsmz.de/genus/faecalimonas
Chthonomonas,Chthonomonas,Chthonomonadaceae,correct name,genus,https://lpsn.dsmz.de/genus/chthonomonas
Anaerosporobacter,Anaerosporobacter,Clostridiaceae,correct name,genus,https://lpsn.dsmz.de/genus/anaerosporobacter
Psychrobacillus,Psychrobacillus,Caryophanaceae,correct name,genus,https://lpsn.dsmz.de/genus/psychrobacillus
Streptococcus,Streptococcus,Streptococcaceae,correct name,genus,https://lpsn.dsmz.de/genus/streptococcus
Gynurincola,Gynurincola,Chitinophagaceae,correct name,genus,https://lpsn.dsmz.de/genus/gynurincola
Seminibacterium,Seminibacterium,Pasteurellaceae,correct name,genus,https://lpsn.dsmz.de/genus/seminibacterium
Vulcanibacillus,Vulcanibacillus,Bacillaceae,correct name,genus,https://lpsn.dsmz.de/genus/vulcanibacillus
Leptotrichia,Leptotrichia,Leptotrichiaceae,correct name,genus,https://lpsn.dsmz.de/genus/leptotrichia
Methanoregula,Methanoregula,Methanoregulaceae,correct name,genus,https://lpsn.dsmz.de/genus/methanoregula
Laceyella,Laceyella,Thermoactinomycetaceae,correct name,genus,https://lpsn.dsmz.de/genus/laceyella
Melaminivora,Melaminivora,Comamonadaceae,correct name,genus,https://lpsn.dsmz.de/genus/melaminivora
Halosimplex,Halosimplex,Haloarculaceae,correct name,genus,https://lpsn.dsmz.de/genus/halosimplex
Paraliobacillus,Paraliobacillus,Bacillaceae,correct name,genus,https://lpsn.dsmz.de/genus/paraliobacillus
Frigidibacter,Frigidibacter,Paracoccaceae,correct name,genus,https://lpsn.dsmz.de/genus/frigidibacter
Symbiobacterium,Symbiobacterium,Symbiobacteriaceae,correct name,genus,https://lpsn.dsmz.de/genus/symbiobacterium
Acidiferrobacter,Acidiferrobacter,Acidiferrobacteraceae,correct name,genus,https://lpsn.dsmz.de/genus/acidiferrobacter
Glaciihabitans,Glaciihabitans,Microbacteriaceae,correct name,genus,https://lpsn.dsmz.de/genus/glaciihabitans
Pleisomonas,Pleisomonas,Enterobacteriaceae,misspelling,genus,https://lpsn.dsmz.de/genus/pleisomonas
Aminipila,Aminipila,[Eubacteriales; not assigned to family],correct name,genus,https://lpsn.dsmz.de/genus/aminipila
