genus_name,type_species,parental_family,lpsn_no,nom_type,status,address
Thermonema,Thermonema lapsum,Thermonemataceae,516800,782616,correct name,https://lpsn.dsmz.de/genus/thermonema
Carboxydocella,Carboxydocella thermautotrophica,[Eubacteriales; not assigned to family],515311,774476,correct name,https://lpsn.dsmz.de/genus/carboxydocella
Allorhizobium,Allorhizobium undicola,Rhizobiaceae,517172,783352,correct name,https://lpsn.dsmz.de/genus/allorhizobium
Siccirubricoccus,Siccirubricoccus deserti,Acetobacteraceae,519306,796218,correct name,https://lpsn.dsmz.de/genus/siccirubricoccus
Bermanella,Bermanella marisrubri,Oceanospirillaceae,517839,787707,correct name,https://lpsn.dsmz.de/genus/bermanella
Rhodoligotrophos,Rhodoligotrophos appendicifer,Parvibaculaceae,518234,790051,correct name,https://lpsn.dsmz.de/genus/rhodoligotrophos
Thermostichus,Thermostichus vulcanus,Thermostichaceae,29053,29058,correct name,https://lpsn.dsmz.de/genus/thermostichus
Acetonema,Acetonema longum,Sporomusaceae,514999,772544,correct name,https://lpsn.dsmz.de/genus/acetonema
Pedobacter,Pedobacter heparinus,Sphingobacteriaceae,516275,779224,correct name,https://lpsn.dsmz.de/genus/pedobacter
Kamptonema,Kamptonema animale,Microcoleaceae,6303,6589,correct name,https://lpsn.dsmz.de/genus/kamptonema
Archaeoglobus,Archaeoglobus fulgidus,Archaeoglobaceae,516970,773360,correct name,https://lpsn.dsmz.de/genus/archaeoglobus
Natronoarchaeum,Natronoarchaeum mannanilyticum,Natronoarchaeaceae,518029,788888,correct name,https://lpsn.dsmz.de/genus/natronoarchaeum
Rudaea,Rudaea cellulosilytica,Rhodanobacteraceae,517897,788085,correct name,https://lpsn.dsmz.de/genus/rudaea
Allofrancisella,Allofrancisella inopinata,Francisellaceae,519086,794837,correct name,https://lpsn.dsmz.de/genus/allofrancisella
Dasania,Dasania marina,Spongiibacteraceae,517797,787422,correct name,https://lpsn.dsmz.de/genus/dasania
Tenuifilum,Tenuifilum thalassicum,Tenuifilaceae,17605,17639,correct name,https://lpsn.dsmz.de/genus/tenuifilum
Desulfarculus,Desulfarculus baarsii,Desulfarculaceae,515500,775522,correct name,https://lpsn.dsmz.de/genus/desulfarculus
Suipraoptans,Suipraoptans intestinalis,Lachnospiraceae,20314,20293,misspelling,https://lpsn.dsmz.de/genus/suipraoptans
Brachybacterium,Brachybacterium faecium,Dermabacteraceae,515261,774148,correct name,https://lpsn.dsmz.de/genus/brachybacterium
Desulfofalx,Desulfofalx alkaliphila,Peptococcaceae,17689,17698,correct name,https://lpsn.dsmz.de/genus/desulfofalx
Rubripirellula,Rubripirellula obstinata,Pirellulaceae,519000,794459,correct name,https://lpsn.dsmz.de/genus/rubripirellula
Craterilacuibacter,Craterilacuibacter sinensis,Neisseriaceae,8758,8807,correct name,https://lpsn.dsmz.de/genus/craterilacuibacter
Leptobasis,Leptobasis caucasica,Rivulariaceae,10008,18640,correct name,https://lpsn.dsmz.de/genus/leptobasis
Shuttleworthia,Shuttleworthia satelles,Lachnospiraceae,516595,780920,correct name,https://lpsn.dsmz.de/genus/shuttleworthia
Anaerotignum,Anaerotignum aminivorans,Lachnospiraceae,519280,796080,correct name,https://lpsn.dsmz.de/genus/anaerotignum
Aminomonas,Aminomonas paucivorans,Synergistaceae,515103,773163,correct name,https://lpsn.dsmz.de/genus/aminomonas
Chlorogloeopsis,Chlorogloeopsis fritschii,Chlorogloeopsidaceae,6452,6678,correct name,https://lpsn.dsmz.de/genus/chlorogloeopsis
Pseudobacteriovorax,Pseudobacteriovorax antillogorgiicola,Pseudobacteriovoracaceae,518670,792533,correct name,https://lpsn.dsmz.de/genus/pseudobacteriovorax
Stackebrandtia,Stackebrandtia nassauensis,Glycomycetaceae,516661,781160,correct name,https://lpsn.dsmz.de/genus/stackebrandtia
Desulfurispora,Desulfurispora thermophila,Peptococcaceae,517558,786254,correct name,https://lpsn.dsmz.de/genus/desulfurispora
Chromocurvus,Chromocurvus halotolerans,Halieaceae,518185,789776,misspelling,https://lpsn.dsmz.de/genus/chromocurvus
Erysipelothrix,Erysipelothrix rhusiopathiae,Erysipelotrichaceae,515597,776038,correct name,https://lpsn.dsmz.de/genus/erysipelothrix
Craurococcus,Craurococcus roseus,Acetobacteraceae,515432,775275,correct name,https://lpsn.dsmz.de/genus/craurococcus
Paenimaribius,Paenimaribius caenipelagi,Roseobacteraceae,4906,5507,correct name,https://lpsn.dsmz.de/genus/paenimaribius
Alborzia,Alborzia kermanshahica,Chroococcaceae,7179,7222,correct name,https://lpsn.dsmz.de/genus/alborzia
Arcobacter,Arcobacter nitrofigilis,Arcobacteraceae,515168,773369,correct name,https://lpsn.dsmz.de/genus/arcobacter
Mooreia,Mooreia alkaloidigena,Mooreiaceae,518338,790672,correct name,https://lpsn.dsmz.de/genus/mooreia
Extensimonas,Extensimonas vulgaris,Comamonadaceae,518369,790859,correct name,https://lpsn.dsmz.de/genus/extensimonas
Ciceribacter,Ciceribacter lividus,Rhizobiaceae,518461,791348,correct name,https://lpsn.dsmz.de/genus/ciceribacter
Thermacetogenium,Thermacetogenium phaeum,Thermoanaerobacteraceae,517127,782472,correct name,https://lpsn.dsmz.de/genus/thermacetogenium
Onodrimia,Onodrimia javanensis,Leptolyngbyaceae,6247,6584,correct name,https://lpsn.dsmz.de/genus/onodrimia
Parasphingopyxis,Parasphingopyxis lamellibrachiae,Sphingomonadaceae,518251,790149,correct name,https://lpsn.dsmz.de/genus/parasphingopyxis
Umezawaea,Umezawaea tangerina,Pseudonocardiaceae,516478,786968,correct name,https://lpsn.dsmz.de/genus/umezawaea
Cryptobacterium,Cryptobacterium curtum,Eggerthellaceae,515442,775287,correct name,https://lpsn.dsmz.de/genus/cryptobacterium
Methylobacter,Methylobacter luteus,Methylococcaceae,516059,784226,correct name,https://lpsn.dsmz.de/genus/methylobacter
Brumimicrobium,Brumimicrobium glaciale,Crocinitomicaceae,517189,783568,correct name,https://lpsn.dsmz.de/genus/brumimicrobium
Methylococcus,Methylococcus capsulatus,Methylococcaceae,517281,784238,correct name,https://lpsn.dsmz.de/genus/methylococcus
Puniceibacterium,Puniceibacterium antarcticum,Roseobacteraceae,518549,791815,correct name,https://lpsn.dsmz.de/genus/puniceibacterium
Paenirhodobacter,Paenirhodobacter enshiensis,Paracoccaceae,518486,791517,correct name,https://lpsn.dsmz.de/genus/paenirhodobacter
Compostibacillus,Compostibacillus humi,Bacillaceae,518669,792529,correct name,https://lpsn.dsmz.de/genus/compostibacillus
Corallincola,Corallincola platygyrae,Psychromonadaceae,519240,795772,correct name,https://lpsn.dsmz.de/genus/corallincola
Octadecabacter,Octadecabacter arcticus,Roseobacteraceae,516201,778964,correct name,https://lpsn.dsmz.de/genus/octadecabacter
Hypheothrix,Hypheothrix lateritia,Oscillatoriaceae,17967,19130,correct name,https://lpsn.dsmz.de/genus/hypheothrix
Pelagimonas,Pelagimonas varians,Roseobacteraceae,518320,790582,correct name,https://lpsn.dsmz.de/genus/pelagimonas
Citreimonas,Citreimonas salinaria,Roseobacteraceae,517486,785776,correct name,https://lpsn.dsmz.de/genus/citreimonas
Biostraticola,Biostraticola tofi,Pectobacteriaceae,517656,786642,correct name,https://lpsn.dsmz.de/genus/biostraticola
Coprothermobacter,Coprothermobacter proteolyticus,Coprothermobacteraceae,517001,775121,correct name,https://lpsn.dsmz.de/genus/coprothermobacter
Sphaerodictyon,Sphaerodictyon reticulatum,Chroococcaceae,17981,19057,correct name,https://lpsn.dsmz.de/genus/sphaerodictyon
Lichenicola,Lichenicola cladoniae,Acetobacteraceae,9179,13850,correct name,https://lpsn.dsmz.de/genus/lichenicola
Filobacterium,Filobacterium rodentium,Filobacteriaceae,518865,793742,correct name,https://lpsn.dsmz.de/genus/filobacterium
Thiocystis,Thiocystis violacea,Chromatiaceae,517147,782736,correct name,https://lpsn.dsmz.de/genus/thiocystis
Allokutzneria,Allokutzneria albata,Pseudonocardiaceae,517793,787368,correct name,https://lpsn.dsmz.de/genus/allokutzneria
Alkalibacter,Alkalibacter saccharofermentans,Eubacteriaceae,515080,773069,correct name,https://lpsn.dsmz.de/genus/alkalibacter
Pseudohoeflea,Pseudohoeflea suaedae,Phyllobacteriaceae,519139,795105,correct name,https://lpsn.dsmz.de/genus/pseudohoeflea
Fulvitalea,Fulvitalea axinellae,Persicobacteraceae,518350,790746,correct name,https://lpsn.dsmz.de/genus/fulvitalea
Ligaoa,Ligaoa zhengdingensis,Oscillospiraceae,28821,28899,correct name,https://lpsn.dsmz.de/genus/ligaoa
Zwartia,Zwartia hollandica,Alcaligenaceae,29949,29975,correct name,https://lpsn.dsmz.de/genus/zwartia
Halalkaliarchaeum,Halalkaliarchaeum desulfuricum,Halorubraceae,4887,5346,correct name,https://lpsn.dsmz.de/genus/halalkaliarchaeum
Citreicoccus,Citreicoccus inhibens,Myxococcaceae,26512,26717,correct name,https://lpsn.dsmz.de/genus/citreicoccus
Zhenhengia,Zhenhengia yiwuensis,Lachnospiraceae,28828,28918,correct name,https://lpsn.dsmz.de/genus/zhenhengia
Jeotgalibaca,Jeotgalibaca dankookensis,Carnobacteriaceae,518550,791839,correct name,https://lpsn.dsmz.de/genus/jeotgalibaca
Mitsuokella,Mitsuokella multacida,Selenomonadaceae,516108,778274,correct name,https://lpsn.dsmz.de/genus/mitsuokella
Adlercreutzia,Adlercreutzia equolifaciens,Eggerthellaceae,517620,786546,correct name,https://lpsn.dsmz.de/genus/adlercreutzia
Bradyrhizobium,Bradyrhizobium japonicum,Nitrobacteraceae,516981,774164,correct name,https://lpsn.dsmz.de/genus/bradyrhizobium
Piscibacillus,Piscibacillus salipiscarius,Bacillaceae,517609,786494,correct name,https://lpsn.dsmz.de/genus/piscibacillus
Ascidiimonas,Ascidiimonas aurantiaca,Flavobacteriaceae,519070,794756,correct name,https://lpsn.dsmz.de/genus/ascidiimonas
Pukyongia,Pukyongia salina,Flavobacteriaceae,26466,28847,correct name,https://lpsn.dsmz.de/genus/pukyongia
Pseudacidovorax,Pseudacidovorax intermedius,Comamonadaceae,517763,787198,correct name,https://lpsn.dsmz.de/genus/pseudacidovorax
Wolbachia,Wolbachia pipientis,Ehrlichiaceae,517389,785195,correct name,https://lpsn.dsmz.de/genus/wolbachia
Geomonas,Geomonas oryzae,Geobacteraceae,4912,5556,correct name,https://lpsn.dsmz.de/genus/geomonas
Zhongshania,Zhongshania antarctica,Spongiibacteraceae,518133,789458,correct name,https://lpsn.dsmz.de/genus/zhongshania
Plectonema,Plectonema tomasinianum,Oscillatoriaceae,6343,8044,correct name,https://lpsn.dsmz.de/genus/plectonema
Planktolyngbya,Planktolyngbya subtilis,Leptolyngbyaceae,6178,6568,correct name,https://lpsn.dsmz.de/genus/planktolyngbya
Methanomethylovorans,Methanomethylovorans hollandica,Methanosarcinaceae,516051,777910,correct name,https://lpsn.dsmz.de/genus/methanomethylovorans
Intestinibacter,Intestinibacter bartlettii,Clostridiaceae,518554,791848,correct name,https://lpsn.dsmz.de/genus/intestinibacter
Thermodesulforhabdus,Thermodesulforhabdus norvegica,Syntrophobacteraceae,517136,782589,correct name,https://lpsn.dsmz.de/genus/thermodesulforhabdus
Chondromyces,Chondromyces crocatus,Polyangiaceae,515363,774673,correct name,https://lpsn.dsmz.de/genus/chondromyces
Seleniivibrio,Seleniivibrio woodruffii,Deferribacteraceae,518426,791152,correct name,https://lpsn.dsmz.de/genus/seleniivibrio
Aliagarivorans,Aliagarivorans marinus,Alteromonadaceae,517887,788037,correct name,https://lpsn.dsmz.de/genus/aliagarivorans
Brooklawnia,Brooklawnia cerclae,Propionibacteriaceae,517395,785301,correct name,https://lpsn.dsmz.de/genus/brooklawnia
Beggiatoa,Beggiatoa alba,Beggiatoaceae,515228,773996,correct name,https://lpsn.dsmz.de/genus/beggiatoa
Pelagibaculum,Pelagibaculum spongiae,Alcanivoracaceae,521870,801269,correct name,https://lpsn.dsmz.de/genus/pelagibaculum
Cellulosilyticum,Cellulosilyticum ruminicola,Lachnospiraceae,517961,788458,correct name,https://lpsn.dsmz.de/genus/cellulosilyticum
Paradevosia,Paradevosia shaoguanensis,Devosiaceae,518756,792981,correct name,https://lpsn.dsmz.de/genus/paradevosia
Fermentimonas,Fermentimonas caenicola,Dysgonomonadaceae,518924,793975,correct name,https://lpsn.dsmz.de/genus/fermentimonas
Thioalkalispira,Thioalkalispira microaerophila,Thioalkalispiraceae,516817,782691,correct name,https://lpsn.dsmz.de/genus/thioalkalispira
Syntrophospora,Syntrophospora bryantii,Syntrophomonadaceae,516724,782362,correct name,https://lpsn.dsmz.de/genus/syntrophospora
Haemobartonella,Haemobartonella muris,Mycoplasmataceae,517240,783933,correct name,https://lpsn.dsmz.de/genus/haemobartonella
Crocinitomix,Crocinitomix catalasitica,Crocinitomicaceae,517215,783711,correct name,https://lpsn.dsmz.de/genus/crocinitomix
Herbihabitans,Herbihabitans rhizosphaerae,Pseudonocardiaceae,519053,794625,correct name,https://lpsn.dsmz.de/genus/herbihabitans
Coprobacter,Coprobacter fastidiosus,Barnesiellaceae,518448,791284,correct name,https://lpsn.dsmz.de/genus/coprobacter
Desulfoplanes,Desulfoplanes formicivorans,Desulfomicrobiaceae,518744,792872,correct name,https://lpsn.dsmz.de/genus/desulfoplanes
Hoylesella,Hoylesella enoeca,Prevotellaceae,36155,36196,correct name,https://lpsn.dsmz.de/genus/hoylesella
Methanohalophilus,Methanohalophilus mahii,Methanosarcinaceae,517073,777897,correct name,https://lpsn.dsmz.de/genus/methanohalophilus
Clostridiisalibacter,Clostridiisalibacter paucivorans,Clostridiaceae,517742,787123,correct name,https://lpsn.dsmz.de/genus/clostridiisalibacter
Flammeovirga,Flammeovirga aprica,Flammeovirgaceae,515635,776214,correct name,https://lpsn.dsmz.de/genus/flammeovirga
Konicacronema,Konicacronema caatingense,Konicacronemataceae,37671,37782,correct name,https://lpsn.dsmz.de/genus/konicacronema
Siphononema,Siphononema polonicum,Entophysalidaceae,6491,8050,correct name,https://lpsn.dsmz.de/genus/siphononema
Phaeovulum,Phaeovulum veldkampii,Paracoccaceae,7793,7819,correct name,https://lpsn.dsmz.de/genus/phaeovulum
Geodermatophilus,Geodermatophilus obscurus,Geodermatophilaceae,515687,776477,correct name,https://lpsn.dsmz.de/genus/geodermatophilus
Desulfobacterium,Desulfobacterium indolicum,Desulfobacteraceae,517006,775546,correct name,https://lpsn.dsmz.de/genus/desulfobacterium
Gelatiniphilus,Gelatiniphilus marinus,Flavobacteriaceae,518984,794342,correct name,https://lpsn.dsmz.de/genus/gelatiniphilus
Stomatobaculum,Stomatobaculum longum,Lachnospiraceae,518327,790633,correct name,https://lpsn.dsmz.de/genus/stomatobaculum
Naasia,Naasia aerilata,Microbacteriaceae,518394,790943,correct name,https://lpsn.dsmz.de/genus/naasia
Aestuariibius,Aestuariibius insulae,Roseobacteraceae,520366,797657,correct name,https://lpsn.dsmz.de/genus/aestuariibius
Constrictifilum,Constrictifilum karadense,Nostocaceae,3503,7171,correct name,https://lpsn.dsmz.de/genus/constrictifilum
Tepidisphaera,Tepidisphaera mucosa,Tepidisphaeraceae,518672,792542,correct name,https://lpsn.dsmz.de/genus/tepidisphaera
Helicobacter,Helicobacter pylori,Helicobacteraceae,515784,776868,correct name,https://lpsn.dsmz.de/genus/helicobacter
Allostreptomyces,Allostreptomyces psammosilenae,Streptomycetaceae,519126,795069,correct name,https://lpsn.dsmz.de/genus/allostreptomyces
Seliberia,Seliberia stellata,Hyphomicrobiaceae,516582,784874,correct name,https://lpsn.dsmz.de/genus/seliberia
Ramivaginalis,Ramivaginalis uralensis,Scytonemataceae,24155,25497,correct name,https://lpsn.dsmz.de/genus/ramivaginalis
Hyellococcus,Hyellococcus niger,Chamaesiphonaceae,17861,18643,correct name,https://lpsn.dsmz.de/genus/hyellococcus
Chroococcidium,Chroococcidium gelatinosum,Hyellaceae,6225,1910,correct name,https://lpsn.dsmz.de/genus/chroococcidium
Marivirga,Marivirga tractuosa,Marivirgaceae,518010,788713,correct name,https://lpsn.dsmz.de/genus/marivirga
Xinfangfangia,Xinfangfangia soli,Paracoccaceae,520376,797727,correct name,https://lpsn.dsmz.de/genus/xinfangfangia
Xenorhabdus,Xenorhabdus nematophila,Morganellaceae,516934,783170,correct name,https://lpsn.dsmz.de/genus/xenorhabdus
Pirellulimonas,Pirellulimonas nuda,Lacipirellulaceae,20256,20287,correct name,https://lpsn.dsmz.de/genus/pirellulimonas
Oliverpabstia,Oliverpabstia intestinalis,Lachnospiraceae,20217,20266,correct name,https://lpsn.dsmz.de/genus/oliverpabstia
Aureitalea,Aureitalea marina,Flavobacteriaceae,518189,789817,correct name,https://lpsn.dsmz.de/genus/aureitalea
Imhoffiella,Imhoffiella purpurea,Chromatiaceae,519196,795420,correct name,https://lpsn.dsmz.de/genus/imhoffiella
Lucifera,Lucifera butyrica,Sporomusaceae,521634,800288,correct name,https://lpsn.dsmz.de/genus/lucifera
Methanosphaera,Methanosphaera stadtmanae,Methanobacteriaceae,517081,777939,correct name,https://lpsn.dsmz.de/genus/methanosphaera
Desulfosoma,Desulfosoma caldarium,Syntrophobacteraceae,518081,789182,correct name,https://lpsn.dsmz.de/genus/desulfosoma
Filifactor,Filifactor villosus,Peptostreptococcaceae,515628,776204,correct name,https://lpsn.dsmz.de/genus/filifactor
Arsukibacterium,Arsukibacterium ikkense,[Gammaproteobacteria; not assigned to family],515176,798799,correct name,https://lpsn.dsmz.de/genus/arsukibacterium
Endothiovibrio,Endothiovibrio diazotrophicus,Thioalkalispiraceae,519180,795307,correct name,https://lpsn.dsmz.de/genus/endothiovibrio
Hydrogenivirga,Hydrogenivirga caldilitoris,Aquificaceae,515819,776931,correct name,https://lpsn.dsmz.de/genus/hydrogenivirga
Mucibacter,Mucibacter soli,Chitinophagaceae,4892,5374,correct name,https://lpsn.dsmz.de/genus/mucibacter
Cymatolege,Cymatolege spiroidea,Cymatolegaceae,12001,17343,correct name,https://lpsn.dsmz.de/genus/cymatolege
Halosegnis,Halosegnis rubeus,Haloarculaceae,10578,20547,correct name,https://lpsn.dsmz.de/genus/halosegnis
Aliiroseovarius,Aliiroseovarius pelagivivens,Roseobacteraceae,518767,793069,correct name,https://lpsn.dsmz.de/genus/aliiroseovarius
Gibbsiella,Gibbsiella quercinecans,Enterobacteriaceae,518076,789118,correct name,https://lpsn.dsmz.de/genus/gibbsiella
Albibacter,Albibacter methylovorans,Methylocystaceae,515065,773000,correct name,https://lpsn.dsmz.de/genus/albibacter
Phaeobacterium,Phaeobacterium nitratireducens,Chromatiaceae,518773,793108,correct name,https://lpsn.dsmz.de/genus/phaeobacterium
Filobacillus,Filobacillus milosensis,Bacillaceae,515629,776205,correct name,https://lpsn.dsmz.de/genus/filobacillus
Mycetohabitans,Mycetohabitans rhizoxinica,Burkholderiaceae,520440,798474,correct name,https://lpsn.dsmz.de/genus/mycetohabitans
Waltera,Waltera intestinalis,Lachnospiraceae,22437,22628,correct name,https://lpsn.dsmz.de/genus/waltera
Rheinheimera,Rheinheimera baltica,Chromatiaceae,516464,780347,correct name,https://lpsn.dsmz.de/genus/rheinheimera
Swaminathania,Swaminathania salitolerans,Acetobacteraceae,517357,785037,correct name,https://lpsn.dsmz.de/genus/swaminathania
Acidiluteibacter,Acidiluteibacter ferrifornacis,Cryomorphaceae,14495,14547,correct name,https://lpsn.dsmz.de/genus/acidiluteibacter
Novipirellula,Novipirellula rosea,Pirellulaceae,18895,19023,correct name,https://lpsn.dsmz.de/genus/novipirellula
Amazonocrinis,Amazonocrinis nigriterrae,Nostocaceae,19498,19511,correct name,https://lpsn.dsmz.de/genus/amazonocrinis
Acholeplasma,Acholeplasma laidlawii,Acholeplasmataceae,515002,772547,correct name,https://lpsn.dsmz.de/genus/acholeplasma
Skermanella,Skermanella parooensis,Azospirillaceae,516608,780948,correct name,https://lpsn.dsmz.de/genus/skermanella
Thermosynechococcus,Thermosynechococcus vestitus,Thermosynechococcaceae,38850,38247,correct name,https://lpsn.dsmz.de/genus/thermosynechococcus
Pyruvatibacter,Pyruvatibacter mobilis,Parvibaculaceae,518875,793773,correct name,https://lpsn.dsmz.de/genus/pyruvatibacter
Hazenella,Hazenella coriacea,Thermoactinomycetaceae,518447,791274,correct name,https://lpsn.dsmz.de/genus/hazenella
Chakrabartia,Chakrabartia godavariana,Sphingomonadaceae,4865,5229,correct name,https://lpsn.dsmz.de/genus/chakrabartia
Thermoanaerobacter,Thermoanaerobacter ethanolicus,Thermoanaerobacteraceae,517131,782503,correct name,https://lpsn.dsmz.de/genus/thermoanaerobacter
Vaginaria,Vaginaria vulgaris,Microcoleaceae,17919,20431,correct name,https://lpsn.dsmz.de/genus/vaginaria
Huanghella,Huanghella arctica,Spirosomataceae,518312,790538,correct name,https://lpsn.dsmz.de/genus/huanghella
Marinithermus,Marinithermus hydrothermalis,Thermaceae,516011,777683,correct name,https://lpsn.dsmz.de/genus/marinithermus
Taylorella,Taylorella equigenitalis,Alcaligenaceae,516733,782393,correct name,https://lpsn.dsmz.de/genus/taylorella
Acetobacterium,Acetobacterium woodii,Eubacteriaceae,514992,772534,correct name,https://lpsn.dsmz.de/genus/acetobacterium
Kineobactrum,Kineobactrum sediminis,Halieaceae,4863,5215,correct name,https://lpsn.dsmz.de/genus/kineobactrum
Chitinimonas,Chitinimonas taiwanensis,Burkholderiaceae,515358,783623,correct name,https://lpsn.dsmz.de/genus/chitinimonas
Treponema,Treponema pallidum,Treponemataceae,516856,785115,correct name,https://lpsn.dsmz.de/genus/treponema
Silicimonas,Silicimonas algicola,Roseobacteraceae,519087,794845,correct name,https://lpsn.dsmz.de/genus/silicimonas
Tepidibacillus,Tepidibacillus fermentans,Bacillaceae,518406,791029,correct name,https://lpsn.dsmz.de/genus/tepidibacillus
Faecalibacter,Faecalibacter macacae,Flavobacteriaceae,4950,5772,correct name,https://lpsn.dsmz.de/genus/faecalibacter
Atopococcus,Atopococcus tabaci,Carnobacteriaceae,515199,773542,correct name,https://lpsn.dsmz.de/genus/atopococcus
Suicoccus,Suicoccus acidiformans,Aerococcaceae,521805,800775,correct name,https://lpsn.dsmz.de/genus/suicoccus
Boseongicola,Boseongicola aestuarii,Roseobacteraceae,518596,792054,correct name,https://lpsn.dsmz.de/genus/boseongicola
Fluviispira,Fluviispira multicolorata,Silvanigrellaceae,4961,5851,correct name,https://lpsn.dsmz.de/genus/fluviispira
Pseudolysinimonas,Pseudolysinimonas kribbensis,Microbacteriaceae,521865,801318,correct name,https://lpsn.dsmz.de/genus/pseudolysinimonas
Motilibacter,Motilibacter peucedani,Motilibacteraceae,518166,789701,correct name,https://lpsn.dsmz.de/genus/motilibacter
Pasteuria,Pasteuria ramosa,Pasteuriaceae,516267,779186,correct name,https://lpsn.dsmz.de/genus/pasteuria
Dinghuibacter,Dinghuibacter silviterrae,Chitinophagaceae,518934,794057,correct name,https://lpsn.dsmz.de/genus/dinghuibacter
Gorillibacterium,Gorillibacterium massiliense,Paenibacillaceae,518614,792190,correct name,https://lpsn.dsmz.de/genus/gorillibacterium
Desulfobacca,Desulfobacca acetoxidans,Syntrophaceae,517004,775532,correct name,https://lpsn.dsmz.de/genus/desulfobacca
Sulfitobacter,Sulfitobacter pontiacus,Roseobacteraceae,516704,782301,correct name,https://lpsn.dsmz.de/genus/sulfitobacter
Dehalococcoides,Dehalococcoides mccartyi,Dehalococcoidaceae,518310,790528,correct name,https://lpsn.dsmz.de/genus/dehalococcoides
Desulfotomaculum,Desulfotomaculum nigrificans,Peptococcaceae,517027,775637,correct name,https://lpsn.dsmz.de/genus/desulfotomaculum
Chitinasiproducens,Chitinasiproducens palmae,Burkholderiaceae,7241,7262,correct name,https://lpsn.dsmz.de/genus/chitinasiproducens
Bernardetia,Bernardetia litoralis,Bernardetiaceae,519185,795336,correct name,https://lpsn.dsmz.de/genus/bernardetia
Testudinibacter,Testudinibacter aquarius,Pasteurellaceae,518889,793838,correct name,https://lpsn.dsmz.de/genus/testudinibacter
Halalkalibacterium,Halalkalibacterium halodurans,Bacillaceae,26523,26732,correct name,https://lpsn.dsmz.de/genus/halalkalibacterium
Pontibacter,Pontibacter actiniarum,Hymenobacteraceae,517315,784660,correct name,https://lpsn.dsmz.de/genus/pontibacter
Acetoanaerobium,Acetoanaerobium noterae,Peptostreptococcaceae,517161,783234,correct name,https://lpsn.dsmz.de/genus/acetoanaerobium
Echinicola,Echinicola pacifica,Cyclobacteriaceae,515794,783752,correct name,https://lpsn.dsmz.de/genus/echinicola
Lacrimispora,Lacrimispora sphenoides,Lachnospiraceae,4941,5954,correct name,https://lpsn.dsmz.de/genus/lacrimispora
Tianweitania,Tianweitania sediminis,Phyllobacteriaceae,518899,793868,correct name,https://lpsn.dsmz.de/genus/tianweitania
Natronoincola,Natronoincola histidinovorans,Clostridiaceae,520472,798385,misspelling,https://lpsn.dsmz.de/genus/natronoincola
Desulforadius,Desulforadius tongensis,Peptococcaceae,17691,17709,correct name,https://lpsn.dsmz.de/genus/desulforadius
Maribellus,Maribellus luteus,Prolixibacteraceae,4876,5272,correct name,https://lpsn.dsmz.de/genus/maribellus
Paraneptunicella,Paraneptunicella aestuarii,Alteromonadaceae,25571,25588,correct name,https://lpsn.dsmz.de/genus/paraneptunicella
Pseudozobellia,Pseudozobellia thermophila,Flavobacteriaceae,517854,787802,correct name,https://lpsn.dsmz.de/genus/pseudozobellia
Thermocatellispora,Thermocatellispora tengchongensis,Streptosporangiaceae,518255,790191,correct name,https://lpsn.dsmz.de/genus/thermocatellispora
Snodgrassella,Snodgrassella alvi,Neisseriaceae,518373,790867,correct name,https://lpsn.dsmz.de/genus/snodgrassella
Marispirochaeta,Marispirochaeta aestuarii,Spirochaetaceae,519281,796085,correct name,https://lpsn.dsmz.de/genus/marispirochaeta
Rathayibacter,Rathayibacter rathayi,Microbacteriaceae,516458,780339,correct name,https://lpsn.dsmz.de/genus/rathayibacter
Nocardioides,Nocardioides albus,Nocardioidaceae,516183,778810,correct name,https://lpsn.dsmz.de/genus/nocardioides
Paraeggerthella,Paraeggerthella hongkongensis,Eggerthellaceae,517870,787917,correct name,https://lpsn.dsmz.de/genus/paraeggerthella
Curtanaerobium,Curtanaerobium respiraculi,Eggerthellaceae,38082,38267,correct name,https://lpsn.dsmz.de/genus/curtanaerobium
Klisinema,Klisinema persicum,Desertifilaceae,6235,6630,correct name,https://lpsn.dsmz.de/genus/klisinema
Edwardsiella,Edwardsiella tarda,Hafniaceae,515566,775882,correct name,https://lpsn.dsmz.de/genus/edwardsiella
Aquipluma,Aquipluma nitroreducens,Prolixibacteraceae,14499,14552,correct name,https://lpsn.dsmz.de/genus/aquipluma
Rhodoluna,Rhodoluna lacicola,Microbacteriaceae,518607,792118,correct name,https://lpsn.dsmz.de/genus/rhodoluna
Saccharopolyspora,Saccharopolyspora hirsuta,Pseudonocardiaceae,516530,780686,correct name,https://lpsn.dsmz.de/genus/saccharopolyspora
Breznakiella,Breznakiella homolactica,Breznakiellaceae,26487,26583,correct name,https://lpsn.dsmz.de/genus/breznakiella
Changchengzhania,Changchengzhania lutea,Flavobacteriaceae,519317,796292,correct name,https://lpsn.dsmz.de/genus/changchengzhania
Parolsenella,Parolsenella catena,Atopobiaceae,520362,797633,correct name,https://lpsn.dsmz.de/genus/parolsenella
Diplocalyx,Diplocalyx calotermitidis,Spirochaetaceae,517221,783746,correct name,https://lpsn.dsmz.de/genus/diplocalyx
Fusibacter,Fusibacter paucivorans,[Eubacteriales; not assigned to family],517039,776393,correct name,https://lpsn.dsmz.de/genus/fusibacter
Spelaeopogon,Spelaeopogon sommieri,Hapalosiphonaceae,6416,18668,correct name,https://lpsn.dsmz.de/genus/spelaeopogon
