genus_name,type_species,parental_family,lpsn_no,nom_type,status,address
Mesohalobacter,Mesohalobacter halotolerans,Flavobacteriaceae,8289,8311,correct name,https://lpsn.dsmz.de/genus/mesohalobacter
Kaiparowitsia,Kaiparowitsia implicata,Oculatellaceae,6276,6627,correct name,https://lpsn.dsmz.de/genus/kaiparowitsia
Pseudophormidium,Pseudophormidium phormidioides,Microcoleaceae,27865,8101,correct name,https://lpsn.dsmz.de/genus/pseudophormidium
Thermosediminibacter,Thermosediminibacter oceani,Thermosediminibacteraceae,516803,782630,correct name,https://lpsn.dsmz.de/genus/thermosediminibacter
Trabulsiella,Trabulsiella guamensis,Enterobacteriaceae,516853,782814,correct name,https://lpsn.dsmz.de/genus/trabulsiella
Oleiphilus,Oleiphilus messinensis,Oleiphilaceae,516209,778977,correct name,https://lpsn.dsmz.de/genus/oleiphilus
Tepidicella,Tepidicella xavieri,Comamonadaceae,517363,785051,correct name,https://lpsn.dsmz.de/genus/tepidicella
Exilibacterium,Exilibacterium tricleocarpae,Cellvibrionaceae,7568,7588,correct name,https://lpsn.dsmz.de/genus/exilibacterium
Puerhibacterium,Puerhibacterium puerhi,Promicromonosporaceae,19140,19146,correct name,https://lpsn.dsmz.de/genus/puerhibacterium
Granulicella,Granulicella paludicola,Acidobacteriaceae,517455,788946,correct name,https://lpsn.dsmz.de/genus/granulicella
Piscinibacterium,Piscinibacterium candidicorallinum,Colwelliaceae,519103,794955,correct name,https://lpsn.dsmz.de/genus/piscinibacterium
Mangrovicoccus,Mangrovicoccus ximenensis,Roseobacteraceae,520387,797793,correct name,https://lpsn.dsmz.de/genus/mangrovicoccus
Desulfosediminicola,Desulfosediminicola ganghwensis,Desulfobulbaceae,38775,38795,correct name,https://lpsn.dsmz.de/genus/desulfosediminicola
Neorhizobium,Neorhizobium galegae,Rhizobiaceae,518659,792476,correct name,https://lpsn.dsmz.de/genus/neorhizobium
Bombilactobacillus,Bombilactobacillus mellifer,Lactobacillaceae,10534,10707,correct name,https://lpsn.dsmz.de/genus/bombilactobacillus
Halonotius,Halonotius pteroides,Halorubraceae,517975,788518,correct name,https://lpsn.dsmz.de/genus/halonotius
Limnobacter,Limnobacter thiooxidans,Burkholderiaceae,515966,777576,correct name,https://lpsn.dsmz.de/genus/limnobacter
Pseudoxanthobacter,Pseudoxanthobacter soli,Pseudoxanthobacteraceae,517659,786650,correct name,https://lpsn.dsmz.de/genus/pseudoxanthobacter
Caproicibacterium,Caproicibacterium amylolyticum,Oscillospiraceae,2766,2985,correct name,https://lpsn.dsmz.de/genus/caproicibacterium
Methylobacillus,Methylobacillus glycogenes,Methylophilaceae,516058,777963,correct name,https://lpsn.dsmz.de/genus/methylobacillus
Dzensia,Dzensia salina,Aphanothecaceae,6481,8113,correct name,https://lpsn.dsmz.de/genus/dzensia
Hoeflea,Hoeflea marina,Rhizobiaceae,515803,776907,correct name,https://lpsn.dsmz.de/genus/hoeflea
Hasllibacter,Hasllibacter halocynthiae,Roseobacteraceae,518174,789720,correct name,https://lpsn.dsmz.de/genus/hasllibacter
Peterkaempfera,Peterkaempfera griseoplana,Streptomycetaceae,31358,31413,correct name,https://lpsn.dsmz.de/genus/peterkaempfera
Sinibacillus,Sinibacillus soli,Bacillaceae,518534,791757,correct name,https://lpsn.dsmz.de/genus/sinibacillus
Caldivirga,Caldivirga maquilingensis,Thermoproteaceae,516983,774350,correct name,https://lpsn.dsmz.de/genus/caldivirga
Pelagibius,Pelagibius litoralis,Rhodovibrionaceae,517853,787799,correct name,https://lpsn.dsmz.de/genus/pelagibius
Humibacillus,Humibacillus xanthopallidus,Intrasporangiaceae,517804,787442,correct name,https://lpsn.dsmz.de/genus/humibacillus
Allomeiothermus,Allomeiothermus silvanus,Thermaceae,36150,36208,correct name,https://lpsn.dsmz.de/genus/allomeiothermus
Aureibacter,Aureibacter tunicatorum,Persicobacteraceae,518135,789487,correct name,https://lpsn.dsmz.de/genus/aureibacter
Balneomonas,Balneomonas flocculans,Methylobacteriaceae,520474,798431,misspelling,https://lpsn.dsmz.de/genus/balneomonas
Cognatishimia,Cognatishimia maritima,Roseobacteraceae,520407,798656,correct name,https://lpsn.dsmz.de/genus/cognatishimia
Tunicatimonas,Tunicatimonas pelagia,Flammeovirgaceae,518815,793386,correct name,https://lpsn.dsmz.de/genus/tunicatimonas
Thermaerobacter,Thermaerobacter marianensis,Syntrophomonadaceae,517128,782474,correct name,https://lpsn.dsmz.de/genus/thermaerobacter
Iamia,Iamia majanohamensis,Iamiaceae,517850,787785,correct name,https://lpsn.dsmz.de/genus/iamia
Acidisarcina,Acidisarcina polymorpha,Acidobacteriaceae,29534,29545,correct name,https://lpsn.dsmz.de/genus/acidisarcina
Merdimmobilis,Merdimmobilis hominis,Oscillospiraceae,36092,36106,correct name,https://lpsn.dsmz.de/genus/merdimmobilis
Siamcapillus,Siamcapillus rubidus,Oculatellaceae,19959,30134,correct name,https://lpsn.dsmz.de/genus/siamcapillus
Spirabiliibacterium,Spirabiliibacterium mucosae,Pasteurellaceae,18798,18861,correct name,https://lpsn.dsmz.de/genus/spirabiliibacterium
Profundibacterium,Profundibacterium mesophilum,Roseobacteraceae,518321,790591,correct name,https://lpsn.dsmz.de/genus/profundibacterium
Desulfobotulus,Desulfobotulus sapovorans,Desulfobacteraceae,517856,787829,correct name,https://lpsn.dsmz.de/genus/desulfobotulus
Jidongwangia,Jidongwangia harbinensis,Micromonosporaceae,35241,35487,correct name,https://lpsn.dsmz.de/genus/jidongwangia
Sediminibacillus,Sediminibacillus halophilus,Bacillaceae,517811,787498,correct name,https://lpsn.dsmz.de/genus/sediminibacillus
Methylonatrum,Methylonatrum kenyense,Ectothiorhodospiraceae,517703,787002,correct name,https://lpsn.dsmz.de/genus/methylonatrum
Sphingobacterium,Sphingobacterium spiritivorum,Sphingobacteriaceae,516626,780981,correct name,https://lpsn.dsmz.de/genus/sphingobacterium
Sedimenticola,Sedimenticola selenatireducens,[Gammaproteobacteria; not assigned to family],516576,785688,correct name,https://lpsn.dsmz.de/genus/sedimenticola
Phaeodactylibacter,Phaeodactylibacter xiamenensis,Lewinellaceae,518741,792235,correct name,https://lpsn.dsmz.de/genus/phaeodactylibacter
Compostimonas,Compostimonas suwonensis,Microbacteriaceae,518261,790211,correct name,https://lpsn.dsmz.de/genus/compostimonas
Martelella,Martelella mediterranea,Rhizobiaceae,516022,777727,correct name,https://lpsn.dsmz.de/genus/martelella
Phytomonospora,Phytomonospora endophytica,Micromonosporaceae,518154,789598,correct name,https://lpsn.dsmz.de/genus/phytomonospora
Roseimarinus,Roseimarinus sediminis,Prolixibacteraceae,518751,792954,correct name,https://lpsn.dsmz.de/genus/roseimarinus
Roseibaca,Roseibaca ekhonensis,Paracoccaceae,517882,787994,correct name,https://lpsn.dsmz.de/genus/roseibaca
Aestuariivivens,Aestuariivivens insulae,Flavobacteriaceae,518740,792860,correct name,https://lpsn.dsmz.de/genus/aestuariivivens
Sirocoleum,Sirocoleum kurzii,Microcoleaceae,6349,8051,correct name,https://lpsn.dsmz.de/genus/sirocoleum
Sangeribacter,Sangeribacter muris,Muribaculaceae,29537,29588,correct name,https://lpsn.dsmz.de/genus/sangeribacter
Blattabacterium,Blattabacterium cuenoti,Blattabacteriaceae,517187,783516,correct name,https://lpsn.dsmz.de/genus/blattabacterium
Rhodopseudomonas,Rhodopseudomonas palustris,Nitrobacteraceae,517111,780506,correct name,https://lpsn.dsmz.de/genus/rhodopseudomonas
Aeoliella,Aeoliella mucimassa,Lacipirellulaceae,20254,20284,correct name,https://lpsn.dsmz.de/genus/aeoliella
Oscillochloris,Oscillochloris chrysea,Oscillochloridaceae,517304,784546,correct name,https://lpsn.dsmz.de/genus/oscillochloris
Mesoplasma,Mesoplasma florum,Entomoplasmataceae,517276,784200,correct name,https://lpsn.dsmz.de/genus/mesoplasma
Dissulfuribacter,Dissulfuribacter thermophilus,Dissulfuribacteraceae,518367,790857,correct name,https://lpsn.dsmz.de/genus/dissulfuribacter
Parachlamydia,Parachlamydia acanthamoebae,Parachlamydiaceae,517306,784565,correct name,https://lpsn.dsmz.de/genus/parachlamydia
Chromatium,Chromatium okenii,Chromatiaceae,516997,774684,correct name,https://lpsn.dsmz.de/genus/chromatium
Harryflintia,Harryflintia acetispora,Oscillospiraceae,519060,794663,correct name,https://lpsn.dsmz.de/genus/harryflintia
Aerococcus,Aerococcus viridans,Aerococcaceae,515050,772883,correct name,https://lpsn.dsmz.de/genus/aerococcus
Lawsonibacter,Lawsonibacter asaccharolyticus,Oscillospiraceae,520385,797778,correct name,https://lpsn.dsmz.de/genus/lawsonibacter
Microlunatus,Microlunatus phosphovorus,Propionibacteriaceae,516090,778152,correct name,https://lpsn.dsmz.de/genus/microlunatus
Tepiditoga,Tepiditoga spiralis,Petrotogaceae,17602,17621,correct name,https://lpsn.dsmz.de/genus/tepiditoga
Jonesia,Jonesia denitrificans,Jonesiaceae,515871,777069,correct name,https://lpsn.dsmz.de/genus/jonesia
Qingshengfaniella,Qingshengfaniella alkalisoli,Paracoccaceae,18424,18445,correct name,https://lpsn.dsmz.de/genus/qingshengfaniella
Parasporobacterium,Parasporobacterium paucivorans,Lachnospiraceae,516262,779174,correct name,https://lpsn.dsmz.de/genus/parasporobacterium
Solirhodobacter,Solirhodobacter olei,Paracoccaceae,4924,5636,correct name,https://lpsn.dsmz.de/genus/solirhodobacter
Parasediminibacterium,Parasediminibacterium paludis,Chitinophagaceae,518868,793747,correct name,https://lpsn.dsmz.de/genus/parasediminibacterium
Pelotomaculum,Pelotomaculum thermopropionicum,Peptococcaceae,517096,779255,correct name,https://lpsn.dsmz.de/genus/pelotomaculum
Lithomyxa,Lithomyxa calcigena,Synechococcaceae,6246,8038,correct name,https://lpsn.dsmz.de/genus/lithomyxa
Methylomarinovum,Methylomarinovum caldicuralii,Methylothermaceae,518516,791629,correct name,https://lpsn.dsmz.de/genus/methylomarinovum
Saezia,Saezia sanguinis,[Burkholderiales; not assigned to family],4968,5885,correct name,https://lpsn.dsmz.de/genus/saezia
Nitritalea,Nitritalea halalkaliphila,Cyclobacteriaceae,518024,788837,correct name,https://lpsn.dsmz.de/genus/nitritalea
Ialomitzia,Ialomitzia cavernicola,Pleurocapsaceae,17995,2887,correct name,https://lpsn.dsmz.de/genus/ialomitzia
Fodinibacter,Fodinibacter luteus,Intrasporangiaceae,517893,788069,correct name,https://lpsn.dsmz.de/genus/fodinibacter
Ravibacter,Ravibacter arvi,Spirosomataceae,519319,796342,correct name,https://lpsn.dsmz.de/genus/ravibacter
Pseudahrensia,Pseudahrensia aquimaris,Ahrensiaceae,518248,790139,correct name,https://lpsn.dsmz.de/genus/pseudahrensia
Oncobyrsa,Oncobyrsa fluviatilis,Chroococcaceae,17907,18641,correct name,https://lpsn.dsmz.de/genus/oncobyrsa
Hydrogenispora,Hydrogenispora ethanolica,Clostridiaceae,518551,791840,correct name,https://lpsn.dsmz.de/genus/hydrogenispora
Nesterenkonia,Nesterenkonia halobia,Micrococcaceae,516169,778651,correct name,https://lpsn.dsmz.de/genus/nesterenkonia
Catenovulum,Catenovulum agarivorans,Alteromonadaceae,518153,789587,correct name,https://lpsn.dsmz.de/genus/catenovulum
Aphanothece,Aphanothece microscopica,Aphanothecaceae,6367,6689,correct name,https://lpsn.dsmz.de/genus/aphanothece
Duffyella,Duffyella gerundensis,Erwiniaceae,36162,36220,correct name,https://lpsn.dsmz.de/genus/duffyella
Podocapsa,Podocapsa pedicellata,Hyellaceae,6429,31815,correct name,https://lpsn.dsmz.de/genus/podocapsa
Catenuloplanes,Catenuloplanes japonicus,Micromonosporaceae,515322,774515,correct name,https://lpsn.dsmz.de/genus/catenuloplanes
Halorubrum,Halorubrum saccharovorum,Halorubraceae,517052,776812,correct name,https://lpsn.dsmz.de/genus/halorubrum
Thalassobacillus,Thalassobacillus devorans,Bacillaceae,516760,782443,correct name,https://lpsn.dsmz.de/genus/thalassobacillus
Amedibacillus,Amedibacillus dolichus,Erysipelotrichaceae,8285,8290,correct name,https://lpsn.dsmz.de/genus/amedibacillus
Aestuariispira,Aestuariispira insulae,Kiloniellaceae,518573,791913,correct name,https://lpsn.dsmz.de/genus/aestuariispira
Tindallia,Tindallia magadiensis,Clostridiaceae,517150,782792,correct name,https://lpsn.dsmz.de/genus/tindallia
Bavariicoccus,Bavariicoccus seileri,Enterococcaceae,517710,787072,correct name,https://lpsn.dsmz.de/genus/bavariicoccus
Paraoceanicella,Paraoceanicella profunda,Paracoccaceae,7978,4930,misspelling,https://lpsn.dsmz.de/genus/paraoceanicella
Anaerospora,Anaerospora hongkongensis,Sporomusaceae,515128,773260,correct name,https://lpsn.dsmz.de/genus/anaerospora
Timaviella,Timaviella circinata,Oculatellaceae,6376,6626,correct name,https://lpsn.dsmz.de/genus/timaviella
Scytonema,Scytonema arcangeli,Scytonemataceae,6403,7074,correct name,https://lpsn.dsmz.de/genus/scytonema
Cohnella,Cohnella thermotolerans,Paenibacillaceae,515394,775038,correct name,https://lpsn.dsmz.de/genus/cohnella
Fischerellopsis,Fischerellopsis harrisii,Hapalosiphonaceae,6432,8144,correct name,https://lpsn.dsmz.de/genus/fischerellopsis
Renibacterium,Renibacterium salmoninarum,Micrococcaceae,516460,780343,correct name,https://lpsn.dsmz.de/genus/renibacterium
Zobellella,Zobellella denitrificans,Aeromonadaceae,517392,785229,correct name,https://lpsn.dsmz.de/genus/zobellella
Aquincola,Aquincola tertiaricarbonis,[Burkholderiales; not assigned to family],517581,785272,correct name,https://lpsn.dsmz.de/genus/aquincola
Neisseria,Neisseria gonorrhoeae,Neisseriaceae,516160,778632,correct name,https://lpsn.dsmz.de/genus/neisseria
Methanocorpusculum,Methanocorpusculum parvum,Methanocorpusculaceae,517069,777864,correct name,https://lpsn.dsmz.de/genus/methanocorpusculum
Williamsia,Williamsia muralis,Gordoniaceae,516921,783106,correct name,https://lpsn.dsmz.de/genus/williamsia
Geopsychrobacter,Geopsychrobacter electrodiphilus,Geobacteraceae,515689,776482,correct name,https://lpsn.dsmz.de/genus/geopsychrobacter
Thioalkalibacter,Thioalkalibacter halophilus,Thioalkalibacteraceae,517552,786168,correct name,https://lpsn.dsmz.de/genus/thioalkalibacter
Agaricicola,Agaricicola taiwanensis,Roseobacteraceae,518015,788746,correct name,https://lpsn.dsmz.de/genus/agaricicola
Methanolacinia,Methanolacinia paynteri,Methanomicrobiaceae,517074,777902,correct name,https://lpsn.dsmz.de/genus/methanolacinia
Kordeofistula,Kordeofistula sanashtykgolica,Rivulariaceae,39257,39258,correct name,https://lpsn.dsmz.de/genus/kordeofistula
Cyanocomperia,Cyanocomperia africana,Microcystaceae,6477,7995,correct name,https://lpsn.dsmz.de/genus/cyanocomperia
Keratinibaculum,Keratinibaculum paraultunense,Tissierellaceae,518382,790896,correct name,https://lpsn.dsmz.de/genus/keratinibaculum
Falsiporphyromonas,Falsiporphyromonas endometrii,Porphyromonadaceae,518484,791511,correct name,https://lpsn.dsmz.de/genus/falsiporphyromonas
Dethiobacter,Dethiobacter alkaliphilus,Syntrophomonadaceae,517546,785989,correct name,https://lpsn.dsmz.de/genus/dethiobacter
Anoxybacter,Anoxybacter fermentans,[Halanaerobiales; not assigned to family],518667,792517,correct name,https://lpsn.dsmz.de/genus/anoxybacter
Curvivirga,Curvivirga aplysinae,Kiloniellaceae,14314,19961,correct name,https://lpsn.dsmz.de/genus/curvivirga
Zooshikella,Zooshikella ganghwensis,"Zooshikellaceae",516953,783214,correct name,https://lpsn.dsmz.de/genus/zooshikella
Halioglobus,Halioglobus japonicus,Halieaceae,518233,790049,correct name,https://lpsn.dsmz.de/genus/halioglobus
Intestinirhabdus,Intestinirhabdus alba,Enterobacteriaceae,12463,12470,correct name,https://lpsn.dsmz.de/genus/intestinirhabdus
Beutenbergia,Beutenbergia cavernae,Beutenbergiaceae,515235,774019,correct name,https://lpsn.dsmz.de/genus/beutenbergia
Rubellimicrobium,Rubellimicrobium thermophilum,Roseobacteraceae,516511,780599,correct name,https://lpsn.dsmz.de/genus/rubellimicrobium
Halalkalibaculum,Halalkalibaculum roseum,Balneolaceae,30197,30198,correct name,https://lpsn.dsmz.de/genus/halalkalibaculum
Pararobbsia,Pararobbsia silviterrae,Burkholderiaceae,4956,5809,correct name,https://lpsn.dsmz.de/genus/pararobbsia
Marivivens,Marivivens donghaensis,Roseobacteraceae,518898,793865,correct name,https://lpsn.dsmz.de/genus/marivivens
Sunxiuqinia,Sunxiuqinia elliptica,Prolixibacteraceae,518156,789606,correct name,https://lpsn.dsmz.de/genus/sunxiuqinia
Arenibacterium,Arenibacterium halophilum,Roseobacteraceae,14500,14553,correct name,https://lpsn.dsmz.de/genus/arenibacterium
Edaphocola,Edaphocola aurantiacus,Chitinophagaceae,21267,22609,correct name,https://lpsn.dsmz.de/genus/edaphocola
Desulfoconvexum,Desulfoconvexum algidum,Desulfobacteraceae,518315,790560,correct name,https://lpsn.dsmz.de/genus/desulfoconvexum
Nodosilinea,Nodosilinea nodulosa,Nodosilineaceae,6373,6586,correct name,https://lpsn.dsmz.de/genus/nodosilinea
Novosphingopyxis,Novosphingopyxis baekryungensis,Sphingomonadaceae,4963,5959,correct name,https://lpsn.dsmz.de/genus/novosphingopyxis
Zehria,Zehria floridana,Microcystaceae,6360,6637,correct name,https://lpsn.dsmz.de/genus/zehria
Caldithrix,Caldithrix abyssi,Calditrichaceae,515296,774349,correct name,https://lpsn.dsmz.de/genus/caldithrix
Kushneria,Kushneria aurantia,Halomonadaceae,517842,787713,correct name,https://lpsn.dsmz.de/genus/kushneria
Frigoribacterium,Frigoribacterium faeni,Microbacteriaceae,515657,776326,correct name,https://lpsn.dsmz.de/genus/frigoribacterium
Prauserella,Prauserella rugosa,Pseudonocardiaceae,516383,779777,correct name,https://lpsn.dsmz.de/genus/prauserella
Wielerella,Wielerella bovis,Neisseriaceae,28746,28760,correct name,https://lpsn.dsmz.de/genus/wielerella
Acidibrevibacterium,Acidibrevibacterium fodinaquatile,Acetobacteraceae,4904,5504,correct name,https://lpsn.dsmz.de/genus/acidibrevibacterium
Marinisubtilis,Marinisubtilis pacificus,Microbacteriaceae,1752,1791,correct name,https://lpsn.dsmz.de/genus/marinisubtilis
Spongiispira,Spongiispira norvegica,[Oceanospirillales; not assigned to family],517809,787494,correct name,https://lpsn.dsmz.de/genus/spongiispira
Fretibacter,Fretibacter rubidus,Hyphomonadaceae,518468,791389,correct name,https://lpsn.dsmz.de/genus/fretibacter
Acidicaldus,Acidicaldus organivorans,Acetobacteraceae,517393,785242,correct name,https://lpsn.dsmz.de/genus/acidicaldus
Anaerosporobacter,Anaerosporobacter mobilis,Clostridiaceae,517627,786567,correct name,https://lpsn.dsmz.de/genus/anaerosporobacter
Desertiactinospora,Desertiactinospora gelatinilytica,Streptosporangiaceae,521798,800733,misspelling,https://lpsn.dsmz.de/genus/desertiactinospora
Niveibacterium,Niveibacterium umoris,Rhodocyclaceae,518891,793845,correct name,https://lpsn.dsmz.de/genus/niveibacterium
Sporosarcina,Sporosarcina ureae,Caryophanaceae,516655,781146,correct name,https://lpsn.dsmz.de/genus/sporosarcina
Zhihengliuella,Zhihengliuella halotolerans,Micrococcaceae,517557,786247,correct name,https://lpsn.dsmz.de/genus/zhihengliuella
Haladaptatus,Haladaptatus paucihalophilus,Halobacteriaceae,517496,785839,correct name,https://lpsn.dsmz.de/genus/haladaptatus
Dermacoccus,Dermacoccus nishinomiyaensis,Dermacoccaceae,515492,775508,correct name,https://lpsn.dsmz.de/genus/dermacoccus
Antrihabitans,Antrihabitans stalactiti,Nocardiaceae,14055,14062,correct name,https://lpsn.dsmz.de/genus/antrihabitans
Arboricoccus,Arboricoccus pini,Geminicoccaceae,520355,797582,correct name,https://lpsn.dsmz.de/genus/arboricoccus
Pleomorphovibrio,Pleomorphovibrio marinus,Cyclobacteriaceae,13711,17047,correct name,https://lpsn.dsmz.de/genus/pleomorphovibrio
Aquicella,Aquicella lusitana,Coxiellaceae,515159,773342,correct name,https://lpsn.dsmz.de/genus/aquicella
